Network_type,Operator,State,Signal_strength_dBm,No_of_Issues_Resolved,Plan_Type,Months_Active,Latency_Score,Customer_Churn
4G,Airtel,Maharashtra,-90.39,4,3 Months Plan,15,43.07423606184712,1
4G,Airtel,West Bengal,-101.82,7,3 Months Plan,102,65.4863331786848,0
4G,Airtel,Kerala,-75.66,7,Yearly Plan,89,22.020321455699268,0
5G,Airtel,Gujarat,-111.52,8,Monthly Plan,59,80.82380960194263,1
5G,Airtel,Punjab,-102.19,10,Monthly Plan,90,66.59412239785722,1
4G,Airtel,Maharashtra,-78.45,14,Monthly Plan,93,27.935827079128007,0
5G,Airtel,Telangana,-112.66,2,Yearly Plan,69,85.82492211793554,1
5G,Airtel,Kerala,-78.29,0,3 Months Plan,81,22.7118064784431,0
5G,Airtel,Punjab,-101.63,7,Monthly Plan,112,61.70500802261248,1
5G,Airtel,Bihar,-109.68,9,Monthly Plan,26,76.9387332819356,1
5G,Airtel,Karnataka,-107.36,0,Yearly Plan,57,72.08989227349134,0
4G,Airtel,West Bengal,-74.76,12,Monthly Plan,20,20.328105810073065,0
5G,Airtel,Delhi,-100.48,12,3 Months Plan,51,61.84293800660825,1
5G,Airtel,Telangana,-79.68,11,Yearly Plan,75,26.209711678212567,0
4G,Airtel,Uttar Pradesh,-113.02,7,3 Months Plan,15,85.32958855786279,1
5G,Airtel,Karnataka,-99.33,15,Monthly Plan,12,57.64890786269592,0
4G,Airtel,Bihar,-114.95,2,3 Months Plan,52,88.3128062789682,0
5G,Airtel,Kerala,-80.37,9,Yearly Plan,44,29.81770002325277,0
5G,Airtel,Gujarat,-84.19,1,Yearly Plan,8,33.303536565754044,0
4G,Airtel,Tamil Nadu,-89.75,10,3 Months Plan,27,46.25300949787098,0
5G,Airtel,Karnataka,-96.85,1,3 Months Plan,21,53.03133029670768,0
5G,Airtel,Tamil Nadu,-113.97,1,Monthly Plan,96,83.93395681824329,0
4G,Airtel,Tamil Nadu,-95.56,3,Yearly Plan,85,54.24268843972484,0
5G,Airtel,Kerala,-113.73,0,Yearly Plan,71,86.36083602835367,1
5G,Airtel,Madhya Pradesh,-90.79,0,Monthly Plan,82,45.95651151382848,0
5G,Airtel,Bihar,-73.01,12,3 Months Plan,15,14.983281818197971,1
5G,Airtel,Punjab,-87.57,1,Yearly Plan,87,41.16862845817642,0
5G,Airtel,West Bengal,-79.73,5,Monthly Plan,40,26.528778651867626,0
5G,Airtel,Delhi,-98.95,9,Yearly Plan,96,59.27110329098291,1
5G,Airtel,West Bengal,-114.74,8,Yearly Plan,95,87.12010706220109,1
4G,Airtel,Punjab,-99.66,9,Yearly Plan,111,61.47006986096122,1
4G,Airtel,Madhya Pradesh,-76.82,0,Monthly Plan,70,22.203842475066544,0
5G,Airtel,Maharashtra,-108.86,0,3 Months Plan,75,74.7133210584061,1
5G,Airtel,West Bengal,-92.11,0,3 Months Plan,12,46.452779037984925,0
4G,Airtel,Uttar Pradesh,-73.52,11,Monthly Plan,107,17.71836907193215,0
4G,Airtel,Bihar,-73.29,8,Yearly Plan,40,15.01330552481316,0
5G,Airtel,Punjab,-94.81,12,Monthly Plan,79,52.57021712249244,0
4G,Airtel,Delhi,-116.64,0,Yearly Plan,81,90.35391978260834,0
4G,Airtel,Rajasthan,-103.81,5,Yearly Plan,80,68.49086808644267,0
5G,Airtel,Maharashtra,-76.08,14,Monthly Plan,10,18.785682002640343,0
4G,Airtel,Kerala,-117.68,10,Yearly Plan,86,90.17809697700376,1
5G,Airtel,Uttar Pradesh,-106.16,0,Monthly Plan,2,72.29938848862871,1
5G,Airtel,Rajasthan,-77.12,15,Monthly Plan,9,20.402212312616413,0
5G,Airtel,Delhi,-105.8,11,Monthly Plan,37,71.86752813487318,1
5G,Airtel,Madhya Pradesh,-100.46,9,3 Months Plan,68,60.110847622170304,0
5G,Airtel,Punjab,-115.85,11,Yearly Plan,102,88.12487728743581,1
4G,Airtel,Delhi,-98.29,11,3 Months Plan,48,61.43706967248519,1
5G,Airtel,Rajasthan,-97.62,8,Monthly Plan,5,57.61142591230302,1
5G,Airtel,Telangana,-85.77,2,3 Months Plan,77,35.09616291665755,0
4G,Airtel,Kerala,-82.17,3,Monthly Plan,58,32.08148816769518,0
5G,Airtel,Delhi,-81.4,5,3 Months Plan,9,28.69018100449442,0
4G,Airtel,Uttar Pradesh,-114.05,4,Monthly Plan,5,86.33529784882094,1
4G,Airtel,Bihar,-118.5,9,Monthly Plan,84,91.74167995734904,1
4G,Airtel,Bihar,-105.2,8,3 Months Plan,64,72.88552619336228,1
4G,Airtel,Maharashtra,-76.43,0,3 Months Plan,1,21.69350039014327,0
5G,Airtel,Madhya Pradesh,-72.92,13,Yearly Plan,115,16.775288547601612,0
5G,Airtel,Madhya Pradesh,-84.14,11,Yearly Plan,106,33.178623703602874,0
4G,Airtel,Telangana,-74.52,0,3 Months Plan,17,19.819489403263628,0
4G,Airtel,Telangana,-113.34,0,Yearly Plan,86,86.10343825856516,0
4G,Airtel,Kerala,-116.73,0,3 Months Plan,24,88.37369609532814,1
5G,Airtel,Gujarat,-90.34,8,Yearly Plan,49,44.58222035917439,0
5G,Airtel,Maharashtra,-70.61,11,Monthly Plan,62,10.711453862130224,0
4G,Airtel,Gujarat,-88.13,14,Monthly Plan,44,42.9091946595998,0
5G,Airtel,Rajasthan,-75.9,9,Yearly Plan,29,20.062688756934406,0
4G,Airtel,Karnataka,-97.8,3,3 Months Plan,44,58.930581806045446,0
5G,Airtel,Bihar,-107.03,13,Yearly Plan,45,73.03224186303152,1
4G,Airtel,Karnataka,-109.76,12,Monthly Plan,52,79.0263933615837,1
4G,Airtel,Kerala,-76.75,3,3 Months Plan,51,22.33618835988352,0
5G,Airtel,Madhya Pradesh,-73.35,8,3 Months Plan,89,14.902502681756625,0
4G,Airtel,Punjab,-77.21,1,Yearly Plan,10,23.5113893407358,0
5G,Airtel,Tamil Nadu,-87.59,9,3 Months Plan,29,39.31958895271968,0
4G,Airtel,Gujarat,-106.01,2,Yearly Plan,94,71.48877310242953,0
4G,Airtel,Rajasthan,-119.12,9,Monthly Plan,20,92.42569243714124,1
4G,Airtel,Telangana,-79.48,2,Monthly Plan,18,28.097975612539354,0
5G,Airtel,West Bengal,-95.81,2,3 Months Plan,32,54.73837812634652,0
4G,Airtel,Maharashtra,-116.2,10,Monthly Plan,111,89.7977225309175,1
5G,Airtel,Rajasthan,-116.69,9,Yearly Plan,66,90.96352586722458,1
4G,Airtel,Madhya Pradesh,-98.92,2,Monthly Plan,78,59.95363054876237,0
5G,Airtel,Punjab,-89.01,11,3 Months Plan,31,41.29454581936417,1
5G,Airtel,Bihar,-118.81,10,3 Months Plan,80,90.90889870647048,1
5G,Airtel,Telangana,-111.37,13,Monthly Plan,22,80.44543353670794,1
4G,Airtel,West Bengal,-73.94,4,Monthly Plan,21,20.335246492225256,0
4G,Airtel,Rajasthan,-119.41,6,Yearly Plan,86,94.50732178775488,1
5G,Airtel,Bihar,-109.79,10,3 Months Plan,83,76.75943617303602,1
5G,Airtel,Delhi,-100.37,9,3 Months Plan,1,62.1875803127663,1
4G,Airtel,Tamil Nadu,-104.32,5,Monthly Plan,4,69.66050372897983,1
5G,Airtel,Kerala,-92.36,6,Yearly Plan,20,47.63670028208429,0
5G,Airtel,Kerala,-86.25,0,Monthly Plan,98,36.06795699138476,0
5G,Airtel,Kerala,-84.51,12,3 Months Plan,4,33.183205977486445,1
5G,Airtel,Karnataka,-96.07,5,Yearly Plan,116,55.36633696335248,0
5G,Airtel,Maharashtra,-115.63,5,Monthly Plan,109,89.46471489706458,1
4G,Airtel,Gujarat,-95.41,6,3 Months Plan,23,53.13391550830522,0
4G,Airtel,Tamil Nadu,-118.51,4,3 Months Plan,103,92.58119720481024,1
5G,Airtel,Rajasthan,-108.62,14,3 Months Plan,73,76.4647872222008,1
5G,Airtel,Tamil Nadu,-74.03,12,Yearly Plan,20,16.95506441177021,0
4G,Airtel,Delhi,-91.07,8,Monthly Plan,102,46.52148932067032,0
4G,Airtel,Bihar,-74.8,7,3 Months Plan,52,20.922610711694528,0
4G,Airtel,Kerala,-116.64,0,Yearly Plan,33,90.72321403018896,0
5G,Airtel,Telangana,-83.38,10,Yearly Plan,76,31.22992534706569,0
5G,Airtel,Maharashtra,-93.78,1,Yearly Plan,7,48.90035611549974,0
5G,Airtel,Gujarat,-70.84,4,3 Months Plan,109,10.165773081662444,0
4G,Airtel,Delhi,-119.75,9,3 Months Plan,96,96.1183342148002,1
5G,Airtel,Uttar Pradesh,-76.76,3,3 Months Plan,47,20.40935420716873,0
4G,Airtel,Gujarat,-117.79,11,3 Months Plan,39,92.93326285256713,1
5G,Airtel,Uttar Pradesh,-119.7,0,Yearly Plan,102,94.48226089375284,1
4G,Airtel,Maharashtra,-114.82,2,Monthly Plan,43,89.98423477332413,1
4G,Airtel,Karnataka,-104.75,5,Monthly Plan,81,69.06225215517705,0
5G,Airtel,Telangana,-108.86,8,Yearly Plan,101,75.22359597229342,0
4G,Airtel,Bihar,-115.73,7,Monthly Plan,16,86.60835993769909,1
5G,Airtel,Telangana,-96.58,11,Monthly Plan,103,54.89032861044299,0
4G,Airtel,Madhya Pradesh,-77.65,13,Monthly Plan,10,24.21608321436977,0
4G,Airtel,West Bengal,-98.84,15,Monthly Plan,90,60.48293322492615,1
5G,Airtel,Rajasthan,-107.93,2,Monthly Plan,86,75.39934219937561,0
4G,Airtel,Punjab,-113.64,1,Yearly Plan,30,88.27933990116246,1
4G,Airtel,Gujarat,-110.83,5,Monthly Plan,82,82.27976091098763,1
4G,Airtel,Telangana,-72.83,10,3 Months Plan,86,14.590115039142916,0
4G,Airtel,Karnataka,-114.65,11,Yearly Plan,11,88.71119510250463,1
5G,Airtel,Telangana,-70.21,8,Monthly Plan,10,7.840752380402821,0
4G,Airtel,Madhya Pradesh,-86.84,8,Yearly Plan,13,38.19713285432776,0
4G,Airtel,Madhya Pradesh,-74.78,11,3 Months Plan,112,19.358960966950807,0
4G,Airtel,Tamil Nadu,-104.44,11,Monthly Plan,84,67.89711628251068,0
4G,Airtel,Tamil Nadu,-72.3,13,Yearly Plan,32,12.334768446105706,0
4G,Airtel,Tamil Nadu,-98.51,7,3 Months Plan,56,59.65972500260952,0
4G,Airtel,Madhya Pradesh,-71.56,0,3 Months Plan,44,14.922468266405303,0
4G,Airtel,Kerala,-117.33,0,3 Months Plan,5,91.29451689442686,0
5G,Airtel,Delhi,-75.98,10,Monthly Plan,118,20.42623858617253,0
4G,Airtel,Gujarat,-104.28,7,Monthly Plan,46,71.8828686816986,1
5G,Airtel,Madhya Pradesh,-85.11,10,Monthly Plan,72,33.25530808696758,0
4G,Airtel,Maharashtra,-71.71,14,Yearly Plan,57,15.656358118045532,0
5G,Airtel,Kerala,-92.59,10,3 Months Plan,2,47.99698564234697,0
4G,Airtel,Telangana,-81.58,8,Yearly Plan,60,31.806265451249,0
5G,Airtel,Punjab,-101.77,0,3 Months Plan,17,66.1144552539669,0
5G,Airtel,Madhya Pradesh,-114.33,0,Yearly Plan,75,85.40500951813486,0
4G,Airtel,Delhi,-113.76,8,Yearly Plan,42,85.2938738954321,1
4G,Airtel,Gujarat,-85.07,5,3 Months Plan,47,36.63215434848015,0
5G,Airtel,Uttar Pradesh,-110.04,0,Yearly Plan,52,78.55649299570983,0
4G,Airtel,Kerala,-90.28,3,3 Months Plan,94,45.80756653968668,0
5G,Airtel,Tamil Nadu,-98.49,9,Monthly Plan,53,59.00581813564395,1
4G,Airtel,West Bengal,-75.75,1,Yearly Plan,75,21.659006663084146,0
5G,Airtel,West Bengal,-79.5,9,Monthly Plan,99,27.58392154187122,0
4G,Airtel,Gujarat,-105.44,0,3 Months Plan,41,69.81377846267,0
5G,Airtel,Punjab,-94.01,2,Monthly Plan,105,48.07800291331116,0
5G,Airtel,Tamil Nadu,-70.59,2,3 Months Plan,99,9.423502262506297,0
5G,Airtel,Gujarat,-108.43,10,Monthly Plan,56,77.5862812441426,1
4G,Airtel,Kerala,-78.59,0,Yearly Plan,26,26.7681510402045,0
5G,Airtel,Gujarat,-78.45,8,Yearly Plan,2,23.196128392693684,0
5G,Airtel,Gujarat,-70.71,3,Monthly Plan,23,8.296937674498148,0
4G,Airtel,Bihar,-93.97,5,Monthly Plan,63,51.59615294794029,0
4G,Airtel,Telangana,-100.98,12,Yearly Plan,37,63.84053166385301,1
4G,Airtel,Telangana,-100.89,13,3 Months Plan,42,64.78507867362315,1
4G,Airtel,Karnataka,-119.92,14,3 Months Plan,105,97.28789626937753,1
4G,Airtel,Telangana,-76.03,2,Monthly Plan,9,20.68821719373744,0
4G,Airtel,Telangana,-118.84,4,3 Months Plan,33,94.56414601739108,1
4G,Airtel,Tamil Nadu,-111.52,14,Monthly Plan,38,80.8123093675165,1
4G,Airtel,Gujarat,-88.88,7,3 Months Plan,84,43.80863753001354,1
4G,Airtel,Maharashtra,-115.99,0,Yearly Plan,99,87.45981672395303,0
4G,Airtel,Punjab,-105.17,6,Yearly Plan,105,72.48984723946084,1
5G,Airtel,Telangana,-106.78,13,Yearly Plan,15,71.02111057547485,1
5G,Airtel,Madhya Pradesh,-84.97,0,Yearly Plan,95,36.015905669724404,0
4G,Airtel,Gujarat,-94.03,10,Yearly Plan,9,53.55895272024309,1
4G,Airtel,Maharashtra,-78.4,8,Monthly Plan,83,23.89025920628571,0
4G,Airtel,Karnataka,-115.26,0,Yearly Plan,21,87.87480682745503,1
5G,Airtel,Madhya Pradesh,-113.18,14,Yearly Plan,69,86.04094995563702,1
4G,Airtel,Punjab,-101.57,13,Yearly Plan,17,62.14430145806209,1
5G,Airtel,Gujarat,-111.46,0,Monthly Plan,114,77.61822906949432,0
4G,Airtel,Karnataka,-116.25,3,3 Months Plan,91,90.82856596967532,0
5G,Airtel,Maharashtra,-105.72,2,Monthly Plan,15,71.0714662612079,0
5G,Airtel,Bihar,-89.66,4,3 Months Plan,37,43.88276524997296,0
5G,Airtel,West Bengal,-87.61,14,Yearly Plan,37,40.01253373626528,0
4G,Airtel,Tamil Nadu,-81.09,4,Monthly Plan,78,31.218026046964724,0
4G,Airtel,Madhya Pradesh,-88.28,3,Yearly Plan,118,41.67490470603428,0
5G,Airtel,Karnataka,-104.36,15,3 Months Plan,108,68.11884915672906,1
5G,Airtel,West Bengal,-116.6,5,3 Months Plan,36,90.61356435994186,1
4G,Airtel,Gujarat,-83.96,2,Yearly Plan,81,35.82705899761864,0
4G,Airtel,Karnataka,-94.23,0,Yearly Plan,97,52.57539552439409,0
5G,Airtel,Madhya Pradesh,-99.98,14,Yearly Plan,89,62.61509569601854,1
4G,Airtel,Tamil Nadu,-93.11,0,Yearly Plan,119,52.89634965828306,0
4G,Airtel,Punjab,-78.56,0,3 Months Plan,67,26.169918366593887,0
5G,Airtel,Telangana,-70.85,15,Yearly Plan,35,10.049040481284129,0
4G,Airtel,Bihar,-95.83,11,Yearly Plan,44,54.34875338155486,0
4G,Airtel,West Bengal,-106.79,1,3 Months Plan,115,73.52710636396067,0
5G,Airtel,Punjab,-76.13,7,3 Months Plan,59,19.60943019546618,0
5G,Airtel,Madhya Pradesh,-95.07,4,Monthly Plan,9,53.23174898022294,0
5G,Airtel,Madhya Pradesh,-80.09,3,Yearly Plan,54,23.91787107876151,0
5G,Airtel,Bihar,-80.8,10,Yearly Plan,60,30.15064560728374,1
5G,Airtel,West Bengal,-81.0,11,Monthly Plan,71,29.11726022337833,0
4G,Airtel,Bihar,-86.12,4,3 Months Plan,104,38.7385545487167,0
5G,Airtel,Delhi,-113.75,4,3 Months Plan,10,84.34377640106223,1
4G,Airtel,Rajasthan,-93.26,0,Monthly Plan,14,49.92579874392328,0
4G,Airtel,Bihar,-81.95,13,Monthly Plan,64,32.454789565517494,0
5G,Airtel,Madhya Pradesh,-103.38,1,Monthly Plan,71,65.77249946509347,1
4G,Airtel,Kerala,-92.9,6,3 Months Plan,49,47.79617715067588,0
5G,Airtel,Uttar Pradesh,-86.11,4,Yearly Plan,35,36.27820407019094,1
5G,Airtel,Bihar,-88.16,10,Yearly Plan,93,40.29651786431545,1
5G,Airtel,Uttar Pradesh,-94.61,0,3 Months Plan,93,50.87957953010543,0
5G,Airtel,Karnataka,-84.62,0,3 Months Plan,27,32.60306944968391,0
5G,Airtel,Maharashtra,-98.24,2,Monthly Plan,34,59.92174785893638,0
5G,Airtel,Karnataka,-79.83,11,Yearly Plan,21,28.179517089488183,1
5G,Airtel,Madhya Pradesh,-79.97,0,Monthly Plan,52,25.8219586197208,0
5G,Airtel,Maharashtra,-71.19,12,Yearly Plan,69,10.412251804415886,0
4G,Airtel,West Bengal,-109.62,4,3 Months Plan,29,77.31693146198712,0
4G,Airtel,Madhya Pradesh,-74.04,7,3 Months Plan,30,16.50990777432885,0
4G,Airtel,Telangana,-112.7,4,Yearly Plan,101,84.60087477589528,1
5G,Airtel,Kerala,-100.18,0,Yearly Plan,38,61.561086109629,0
4G,Airtel,Gujarat,-98.4,6,3 Months Plan,7,61.40550445392001,1
4G,Airtel,Telangana,-76.86,6,Yearly Plan,46,21.432585280264405,0
5G,Airtel,Uttar Pradesh,-90.08,0,Monthly Plan,11,41.60727779050437,0
5G,Airtel,Punjab,-95.27,0,3 Months Plan,87,52.80197851815584,0
5G,Airtel,Gujarat,-114.05,11,3 Months Plan,31,85.3733650376089,1
4G,Airtel,Telangana,-82.65,0,Yearly Plan,12,34.22081614964646,0
4G,Airtel,Kerala,-86.15,7,Yearly Plan,6,35.56020636829118,0
4G,Airtel,Telangana,-106.67,0,3 Months Plan,32,72.47475768542098,1
5G,Airtel,Tamil Nadu,-84.42,6,Monthly Plan,120,33.93093600255283,0
4G,Airtel,Rajasthan,-110.66,0,Yearly Plan,47,81.81845010315459,0
4G,Airtel,Punjab,-78.58,8,Yearly Plan,97,25.607953647919626,0
5G,Airtel,Gujarat,-109.65,0,3 Months Plan,80,76.09706747935967,0
4G,Airtel,Gujarat,-101.69,11,3 Months Plan,8,63.22016174297767,1
4G,Airtel,Tamil Nadu,-93.57,0,Yearly Plan,53,49.19494431002973,0
4G,Airtel,Rajasthan,-91.06,0,Yearly Plan,53,47.21544950279913,0
5G,Airtel,Bihar,-88.48,4,Yearly Plan,93,43.47503033589749,0
5G,Airtel,Madhya Pradesh,-105.01,11,3 Months Plan,86,71.29217029387438,1
4G,Airtel,Kerala,-98.71,5,Yearly Plan,68,59.566389657887854,0
4G,Airtel,Madhya Pradesh,-84.14,11,Monthly Plan,76,35.60899584643277,0
4G,Airtel,Rajasthan,-111.73,0,3 Months Plan,25,80.4260437632474,1
5G,Airtel,Rajasthan,-71.35,3,3 Months Plan,5,9.549249084733644,0
5G,Airtel,Maharashtra,-119.0,8,Yearly Plan,5,96.56193233935964,1
5G,Airtel,West Bengal,-110.28,0,3 Months Plan,30,79.89304645422384,0
5G,Airtel,Madhya Pradesh,-103.78,12,Monthly Plan,56,68.97511425011636,1
5G,Airtel,Telangana,-108.04,14,Monthly Plan,8,75.62177354496343,1
4G,Airtel,Madhya Pradesh,-110.88,5,Monthly Plan,100,80.24304565777936,1
4G,Airtel,Kerala,-85.24,11,3 Months Plan,37,39.69773524511114,0
4G,Airtel,Madhya Pradesh,-115.08,1,Monthly Plan,119,87.63127169678874,0
5G,Airtel,Punjab,-116.41,11,Yearly Plan,7,90.60627695384444,1
4G,Airtel,Tamil Nadu,-103.02,0,3 Months Plan,101,68.0471173094241,0
4G,Airtel,Karnataka,-91.54,0,Monthly Plan,72,46.86822862601636,0
5G,Airtel,Maharashtra,-118.89,13,3 Months Plan,48,94.86656281452876,1
4G,Airtel,Kerala,-71.69,14,Monthly Plan,59,17.531500031778396,0
5G,Airtel,Maharashtra,-115.46,0,Monthly Plan,18,90.33743035306748,1
4G,Airtel,Karnataka,-87.4,11,Monthly Plan,13,40.29188240702953,0
4G,Airtel,Uttar Pradesh,-72.57,11,Yearly Plan,50,16.24200240813078,0
4G,Airtel,Madhya Pradesh,-76.07,1,3 Months Plan,49,21.52943443660909,0
4G,Airtel,Telangana,-84.46,8,Yearly Plan,9,36.16610662064094,0
5G,Airtel,Bihar,-89.13,3,Yearly Plan,13,40.44434380217877,0
5G,Airtel,Telangana,-70.37,8,Yearly Plan,28,10.580249030405897,0
4G,Airtel,Delhi,-100.51,5,3 Months Plan,46,63.94426449995272,1
5G,Airtel,Bihar,-81.51,0,3 Months Plan,18,27.97380510944474,0
5G,Airtel,Rajasthan,-118.82,8,Monthly Plan,85,90.6885769105638,1
5G,Airtel,Rajasthan,-72.17,15,Monthly Plan,41,9.619322638289812,0
5G,Airtel,Kerala,-116.99,4,Yearly Plan,39,88.80668856737634,1
4G,Airtel,Gujarat,-77.83,6,3 Months Plan,48,26.37757754596172,0
4G,Airtel,Tamil Nadu,-105.72,4,3 Months Plan,29,70.47257119353647,1
5G,Airtel,Telangana,-81.84,10,Yearly Plan,32,30.37595165168909,0
5G,Airtel,Kerala,-72.2,5,Yearly Plan,8,13.896878017063653,0
5G,Airtel,Karnataka,-83.37,6,Yearly Plan,31,32.34268541329648,0
5G,Airtel,Rajasthan,-89.31,1,3 Months Plan,59,43.1154773337651,0
4G,Airtel,Gujarat,-70.26,1,Monthly Plan,26,13.475058443150616,0
5G,Airtel,Bihar,-74.85,0,Yearly Plan,81,17.628186900540594,0
5G,Airtel,Rajasthan,-101.59,9,3 Months Plan,61,63.94239707518622,1
4G,Airtel,Maharashtra,-108.15,11,Monthly Plan,85,75.11793280338003,1
4G,Airtel,Punjab,-95.82,0,Yearly Plan,43,57.21723902447761,0
4G,Airtel,Rajasthan,-93.32,1,Yearly Plan,64,50.94788320695669,0
4G,Airtel,Uttar Pradesh,-74.99,5,Monthly Plan,71,18.282163751249303,0
5G,Airtel,Tamil Nadu,-97.52,11,Yearly Plan,48,56.85588243955301,1
5G,Airtel,Karnataka,-94.52,14,Yearly Plan,116,49.22730371711262,0
5G,Airtel,Madhya Pradesh,-73.16,7,Monthly Plan,43,13.603470520206756,0
5G,Airtel,Delhi,-111.87,1,Monthly Plan,110,80.1142591901057,1
5G,Airtel,Rajasthan,-72.08,11,Yearly Plan,52,15.050230518401722,0
4G,Airtel,Rajasthan,-107.73,0,Monthly Plan,76,74.66477213620102,0
4G,Airtel,Madhya Pradesh,-72.74,0,3 Months Plan,41,18.366685284520138,0
5G,Airtel,Gujarat,-79.83,2,Yearly Plan,9,27.227693930423424,0
4G,Airtel,Bihar,-111.87,13,3 Months Plan,76,82.24388293144659,1
4G,Airtel,Kerala,-76.49,11,Yearly Plan,76,23.042476998472328,0
5G,Airtel,Gujarat,-87.34,11,3 Months Plan,118,36.5391794354309,1
4G,Airtel,Punjab,-84.46,13,Yearly Plan,90,36.05688707425544,0
4G,Airtel,Telangana,-107.02,3,Monthly Plan,80,75.69105772103558,0
5G,Airtel,West Bengal,-118.18,11,Monthly Plan,91,91.0366774267265,1
5G,Airtel,Tamil Nadu,-85.78,0,Monthly Plan,30,38.1117616028917,0
4G,Airtel,West Bengal,-92.44,10,Yearly Plan,13,50.00230323262768,0
4G,Airtel,Tamil Nadu,-98.89,2,Monthly Plan,17,59.27708238496729,0
5G,Airtel,Bihar,-73.63,7,Yearly Plan,103,16.03240990642285,0
5G,Airtel,Rajasthan,-97.39,3,3 Months Plan,16,57.437611580622175,0
4G,Airtel,Rajasthan,-108.43,11,Yearly Plan,46,73.18616004637992,1
5G,Airtel,Telangana,-89.76,2,Yearly Plan,3,44.679581368399774,0
4G,Airtel,Rajasthan,-105.24,0,Monthly Plan,75,71.98240784149267,0
5G,Airtel,Kerala,-119.9,0,Monthly Plan,96,93.0435015377744,0
5G,Airtel,Madhya Pradesh,-82.51,0,Monthly Plan,109,30.156978104132577,0
4G,Airtel,Kerala,-76.73,10,Yearly Plan,23,21.49724033099529,0
4G,Airtel,Telangana,-110.61,2,Monthly Plan,24,80.84585420230489,1
4G,Airtel,Madhya Pradesh,-81.23,0,Yearly Plan,34,33.13692968221433,0
4G,Airtel,Karnataka,-80.59,13,Monthly Plan,37,28.818201926023978,0
4G,Airtel,Gujarat,-78.29,4,Yearly Plan,41,26.43137867377224,0
4G,Airtel,Rajasthan,-76.33,4,Yearly Plan,103,20.28518584521229,0
4G,Airtel,Madhya Pradesh,-84.48,13,Monthly Plan,61,36.93379794326953,0
5G,Airtel,Kerala,-104.45,5,3 Months Plan,17,68.33636575532758,1
4G,Airtel,Punjab,-84.16,6,3 Months Plan,104,35.4271987254125,0
4G,Airtel,Karnataka,-103.7,11,Monthly Plan,107,69.12819233003036,1
5G,Airtel,Uttar Pradesh,-114.52,0,Monthly Plan,86,87.93579064004071,1
5G,Airtel,Telangana,-80.6,0,Yearly Plan,14,27.621050501132093,0
5G,Airtel,Telangana,-114.81,7,Monthly Plan,91,85.93758417685285,1
5G,Airtel,Madhya Pradesh,-110.97,3,Yearly Plan,11,78.53329066792391,1
5G,Airtel,Punjab,-97.4,3,Monthly Plan,59,56.18488091394958,0
5G,Airtel,Punjab,-106.9,7,3 Months Plan,118,73.17797065568367,1
5G,Airtel,Kerala,-77.26,7,Yearly Plan,114,22.223103025322803,0
5G,Airtel,Bihar,-71.2,5,3 Months Plan,103,11.458711172450483,0
4G,Airtel,Uttar Pradesh,-107.01,1,Monthly Plan,10,75.18725295148343,0
4G,Airtel,Telangana,-77.71,5,Monthly Plan,110,25.27759904753965,0
5G,Airtel,Bihar,-112.74,8,3 Months Plan,20,83.99263316715519,1
4G,Airtel,Madhya Pradesh,-70.44,6,Monthly Plan,16,13.9411614048702,0
5G,Airtel,Bihar,-113.81,0,Yearly Plan,21,85.77584606892931,1
4G,Airtel,Gujarat,-97.86,6,3 Months Plan,8,60.55914646129295,1
4G,Airtel,Rajasthan,-83.02,0,Monthly Plan,10,32.270843628750164,0
5G,Airtel,Kerala,-101.24,2,Monthly Plan,34,63.97422673108393,1
4G,Airtel,Delhi,-85.41,0,Yearly Plan,45,38.34573302585602,0
4G,Airtel,Kerala,-115.35,1,3 Months Plan,86,88.6043163234144,0
5G,Airtel,Maharashtra,-89.78,5,Yearly Plan,64,44.596013022000015,0
5G,Airtel,Uttar Pradesh,-104.42,4,3 Months Plan,80,67.30722420950292,0
4G,Airtel,Kerala,-93.25,10,3 Months Plan,88,50.97377345307196,0
5G,Airtel,Madhya Pradesh,-114.13,0,Yearly Plan,65,84.7850286261982,0
4G,Airtel,Delhi,-81.73,9,3 Months Plan,94,31.220725369921905,1
4G,Airtel,Uttar Pradesh,-84.22,3,Yearly Plan,52,38.77718138230372,0
4G,Airtel,Gujarat,-101.15,11,3 Months Plan,10,65.79230974833273,1
5G,Airtel,Madhya Pradesh,-74.66,12,Monthly Plan,92,16.052948461077648,0
4G,Airtel,Rajasthan,-93.94,4,3 Months Plan,57,51.981790195710055,0
4G,Airtel,Madhya Pradesh,-81.06,3,3 Months Plan,67,31.999487666084622,0
4G,Airtel,Gujarat,-73.18,2,Yearly Plan,109,15.160177873635044,0
4G,Airtel,Punjab,-84.88,10,Yearly Plan,68,34.450708632462224,0
5G,Airtel,Tamil Nadu,-89.89,0,Yearly Plan,80,42.91473886734941,0
4G,Airtel,Maharashtra,-116.37,8,Monthly Plan,119,90.86412411777896,0
5G,Airtel,Madhya Pradesh,-98.0,7,3 Months Plan,60,59.4751264883437,1
5G,Airtel,Punjab,-99.57,13,Yearly Plan,60,60.02907712072205,1
5G,Airtel,West Bengal,-79.88,9,Yearly Plan,3,25.64134760260678,1
5G,Airtel,Punjab,-102.88,5,Yearly Plan,100,65.18634276184842,0
4G,Airtel,Rajasthan,-100.09,4,Yearly Plan,15,61.081812457025386,1
5G,Airtel,Rajasthan,-106.03,6,Monthly Plan,13,72.28384339047528,1
