Network_type,Operator,State,Signal_strength_dBm,No_of_Issues_Resolved,Plan_Type,Months_Active,Latency_Score,Customer_Churn
4G,BSNL,Tamil Nadu,-98.12,2,Monthly Plan,41,57.856795378971725,0
4G,BSNL,Gujarat,-98.09,11,Monthly Plan,49,57.25200859222346,1
4G,BSNL,Rajasthan,-98.61,2,3 Months Plan,83,57.76865049805938,0
4G,BSNL,Gujarat,-109.43,3,Yearly Plan,57,78.88852373085298,0
4G,BSNL,Tamil Nadu,-100.3,0,3 Months Plan,72,62.4101218262195,0
4G,BSNL,Uttar Pradesh,-115.33,7,3 Months Plan,15,88.67755796683554,1
4G,BSNL,Delhi,-98.57,9,3 Months Plan,59,58.51774463821717,1
4G,BSNL,Kerala,-80.07,6,3 Months Plan,93,29.16520444272142,0
4G,BSNL,Uttar Pradesh,-119.35,2,3 Months Plan,11,94.6478259665209,1
4G,BSNL,Maharashtra,-98.11,5,Monthly Plan,119,61.05972121902868,0
4G,BSNL,Gujarat,-112.31,1,Monthly Plan,2,80.93337625890506,1
4G,BSNL,Maharashtra,-84.69,0,3 Months Plan,41,34.88500891153096,0
4G,BSNL,Uttar Pradesh,-109.24,11,Monthly Plan,1,78.53932184103041,1
4G,BSNL,Rajasthan,-79.06,9,Monthly Plan,74,27.28223502785417,0
4G,BSNL,Maharashtra,-118.75,10,3 Months Plan,88,94.07513281808882,1
4G,BSNL,West Bengal,-84.09,6,3 Months Plan,52,35.20582873918499,0
4G,BSNL,Kerala,-117.11,4,Yearly Plan,63,91.22762525055876,1
4G,BSNL,Gujarat,-88.14,13,3 Months Plan,116,39.90271642869111,0
4G,BSNL,Telangana,-118.93,10,Yearly Plan,15,92.80152981142054,1
4G,BSNL,Rajasthan,-115.15,8,Monthly Plan,73,87.77343019982207,1
4G,BSNL,West Bengal,-95.59,12,Monthly Plan,85,55.86500976949766,0
4G,BSNL,Uttar Pradesh,-116.15,0,3 Months Plan,108,88.44782929200792,0
4G,BSNL,Uttar Pradesh,-115.59,1,Yearly Plan,5,91.40639470393312,1
4G,BSNL,Madhya Pradesh,-75.85,12,Monthly Plan,17,21.633325941767943,0
4G,BSNL,Punjab,-101.99,13,3 Months Plan,86,67.29566744950253,1
4G,BSNL,Karnataka,-86.98,8,Yearly Plan,109,40.44326430086348,0
4G,BSNL,Punjab,-114.28,10,Monthly Plan,50,88.36111695111212,1
4G,BSNL,Bihar,-71.19,13,Monthly Plan,103,15.616017776941549,0
4G,BSNL,Kerala,-101.65,2,Yearly Plan,59,67.25092368183212,0
4G,BSNL,Tamil Nadu,-105.14,4,3 Months Plan,116,72.60475301261802,0
4G,BSNL,Tamil Nadu,-115.73,8,Yearly Plan,61,88.77359589437948,1
4G,BSNL,West Bengal,-117.93,11,Monthly Plan,38,92.96425227052475,1
4G,BSNL,Gujarat,-71.7,6,Yearly Plan,23,16.810299627205648,0
4G,BSNL,West Bengal,-99.92,8,Monthly Plan,119,60.91352259746834,1
4G,BSNL,Punjab,-94.34,0,Yearly Plan,36,51.74593207532736,0
4G,BSNL,Rajasthan,-106.74,2,3 Months Plan,55,72.78280200347113,1
4G,BSNL,West Bengal,-81.76,8,Monthly Plan,44,28.669928340409754,0
4G,BSNL,Kerala,-96.46,0,Monthly Plan,42,55.86596054664926,0
4G,BSNL,Gujarat,-79.07,13,Yearly Plan,85,23.89629623551629,0
4G,BSNL,Maharashtra,-106.35,13,Monthly Plan,75,72.89098255517798,1
4G,BSNL,Maharashtra,-94.84,0,Yearly Plan,119,52.83851700157971,0
4G,BSNL,Karnataka,-103.91,13,Monthly Plan,11,68.40806760420618,1
4G,BSNL,Delhi,-98.97,2,Monthly Plan,9,59.878203759438975,0
4G,BSNL,Punjab,-84.57,4,Yearly Plan,49,37.9183102879934,0
4G,BSNL,Delhi,-76.66,7,3 Months Plan,26,24.06534992756153,0
4G,BSNL,Punjab,-79.8,1,Monthly Plan,84,28.00857378266634,0
4G,BSNL,Bihar,-79.73,9,Yearly Plan,29,27.45882833040581,0
4G,BSNL,Kerala,-92.99,4,Monthly Plan,77,49.68074213807884,0
4G,BSNL,Telangana,-117.22,4,Yearly Plan,40,91.6252047244924,1
4G,BSNL,West Bengal,-107.13,0,Yearly Plan,82,73.5209142148305,0
4G,BSNL,Kerala,-86.86,8,Yearly Plan,20,37.53371604234364,0
4G,BSNL,Gujarat,-112.37,13,Yearly Plan,73,82.83111384604544,1
4G,BSNL,Telangana,-76.55,0,Yearly Plan,74,21.67117648387622,0
4G,BSNL,Tamil Nadu,-106.68,6,Monthly Plan,71,76.10717155386776,1
4G,BSNL,Delhi,-78.0,0,3 Months Plan,64,27.014383842209355,0
4G,BSNL,Delhi,-70.98,5,Monthly Plan,3,12.892560176311092,0
4G,BSNL,Kerala,-91.8,3,Monthly Plan,43,47.86725933459143,0
4G,BSNL,Karnataka,-81.54,0,Monthly Plan,99,30.27419118949284,0
4G,BSNL,Telangana,-84.42,8,3 Months Plan,6,34.87753556816104,1
4G,BSNL,Karnataka,-71.1,8,3 Months Plan,105,14.759531707965806,0
4G,BSNL,Bihar,-110.0,4,Monthly Plan,60,77.78146097266588,1
4G,BSNL,Rajasthan,-100.31,12,Yearly Plan,17,65.12247079747058,1
4G,BSNL,Madhya Pradesh,-115.35,0,Monthly Plan,3,89.69608030928539,0
4G,BSNL,Punjab,-96.26,5,Yearly Plan,73,55.69914523613178,0
4G,BSNL,Madhya Pradesh,-98.14,4,Monthly Plan,3,58.9527250117971,1
4G,BSNL,Karnataka,-96.65,9,Yearly Plan,113,57.17801225130401,1
4G,BSNL,Rajasthan,-73.11,11,Yearly Plan,63,16.236498934461373,0
4G,BSNL,Gujarat,-107.22,0,Yearly Plan,83,73.3761558293332,0
4G,BSNL,Delhi,-90.76,0,3 Months Plan,30,43.92260239514911,0
4G,BSNL,Rajasthan,-77.3,10,Monthly Plan,99,22.23345157217664,0
4G,BSNL,Bihar,-98.15,7,3 Months Plan,25,56.90333245196664,1
4G,BSNL,Rajasthan,-72.04,0,3 Months Plan,76,13.84504283346778,0
4G,BSNL,Madhya Pradesh,-80.56,0,Yearly Plan,27,28.92337721814904,0
4G,BSNL,Madhya Pradesh,-103.21,2,Monthly Plan,74,66.75799455347135,0
4G,BSNL,West Bengal,-108.61,10,3 Months Plan,16,76.48740112934706,1
4G,BSNL,Tamil Nadu,-93.96,0,Monthly Plan,92,51.59222566617924,0
4G,BSNL,Madhya Pradesh,-100.93,0,3 Months Plan,20,63.34831155848114,0
4G,BSNL,Punjab,-71.95,3,3 Months Plan,120,15.46762115655927,0
4G,BSNL,Karnataka,-94.98,9,3 Months Plan,60,55.76892401451713,0
4G,BSNL,Bihar,-119.62,9,Yearly Plan,65,96.68994884427782,1
4G,BSNL,Punjab,-92.68,8,Yearly Plan,91,50.60344816520226,0
4G,BSNL,Maharashtra,-94.83,0,3 Months Plan,39,55.655598112904094,0
4G,BSNL,Bihar,-81.71,9,Monthly Plan,98,32.97890172904619,1
4G,BSNL,Kerala,-87.79,4,Yearly Plan,63,40.28717158467784,0
4G,BSNL,Maharashtra,-95.63,8,3 Months Plan,35,57.11691741348663,1
4G,BSNL,Rajasthan,-79.03,3,Yearly Plan,23,29.06175408113374,0
4G,BSNL,Maharashtra,-102.97,9,3 Months Plan,26,67.68768596612807,1
4G,BSNL,Gujarat,-79.33,10,Yearly Plan,20,27.42974459707549,1
4G,BSNL,Karnataka,-92.19,0,3 Months Plan,31,46.572929846131096,0
4G,BSNL,Bihar,-79.54,6,3 Months Plan,2,27.70234268870973,0
4G,BSNL,Uttar Pradesh,-116.87,1,3 Months Plan,29,91.4033597326228,1
4G,BSNL,Delhi,-95.03,0,Monthly Plan,112,56.38376033819451,0
4G,BSNL,Maharashtra,-104.67,7,Monthly Plan,54,67.22729664253141,0
4G,BSNL,Punjab,-115.14,5,Monthly Plan,33,85.67505346769246,1
4G,BSNL,Telangana,-98.82,9,3 Months Plan,65,59.039283438231095,1
4G,BSNL,Maharashtra,-86.19,3,Monthly Plan,50,39.48758971402363,0
4G,BSNL,Telangana,-75.96,6,Yearly Plan,24,23.027101576270024,0
4G,BSNL,Bihar,-70.02,0,Yearly Plan,41,9.47647705226163,0
4G,BSNL,Bihar,-92.7,2,3 Months Plan,64,49.52761117696023,0
4G,BSNL,Bihar,-105.6,13,Yearly Plan,30,70.44313956434728,1
4G,BSNL,Uttar Pradesh,-90.87,0,Monthly Plan,11,44.92740864184906,0
4G,BSNL,Bihar,-108.69,6,Yearly Plan,14,76.75070000846836,1
4G,BSNL,Madhya Pradesh,-115.65,0,Monthly Plan,85,87.68310587241392,0
4G,BSNL,Maharashtra,-97.26,6,3 Months Plan,11,55.06736375789695,0
4G,BSNL,West Bengal,-99.68,2,Monthly Plan,40,61.91568218062014,0
4G,BSNL,Bihar,-111.23,9,Monthly Plan,21,82.13280068278281,1
4G,BSNL,Kerala,-102.44,0,Monthly Plan,69,63.6721698840513,0
4G,BSNL,West Bengal,-117.21,12,Monthly Plan,55,90.50095793159072,1
4G,BSNL,Maharashtra,-99.8,12,Yearly Plan,73,61.23541795600704,1
4G,BSNL,West Bengal,-90.19,12,Yearly Plan,18,47.31211496869593,0
4G,BSNL,Madhya Pradesh,-92.76,0,Yearly Plan,29,47.239207254667335,0
4G,BSNL,Delhi,-86.7,1,3 Months Plan,80,40.10459365173262,0
4G,BSNL,Delhi,-109.44,0,Yearly Plan,60,78.84363979416985,0
4G,BSNL,West Bengal,-105.56,6,Yearly Plan,28,70.42044596211335,1
4G,BSNL,Delhi,-96.92,11,Monthly Plan,68,55.68854186074503,1
4G,BSNL,Karnataka,-110.75,4,Yearly Plan,36,78.44702522703277,1
4G,BSNL,Delhi,-79.09,0,Monthly Plan,41,27.82970458434718,0
4G,BSNL,Punjab,-70.32,1,Yearly Plan,41,13.502294704800056,0
4G,BSNL,Kerala,-115.39,11,3 Months Plan,56,89.00352309013121,1
4G,BSNL,Delhi,-113.04,0,Monthly Plan,18,83.45997277718422,1
4G,BSNL,Delhi,-103.37,8,3 Months Plan,14,67.56959783717322,1
4G,BSNL,Bihar,-105.25,0,3 Months Plan,84,69.29518443810785,0
4G,BSNL,West Bengal,-72.88,0,3 Months Plan,1,15.60858872938439,0
4G,BSNL,West Bengal,-88.26,3,Monthly Plan,56,42.821567084343584,0
4G,BSNL,Punjab,-74.73,6,3 Months Plan,16,19.187205632999817,0
4G,BSNL,Punjab,-75.46,0,Monthly Plan,38,19.83328166120204,0
4G,BSNL,West Bengal,-102.69,0,Monthly Plan,95,67.51339544267813,0
4G,BSNL,Delhi,-119.0,0,Yearly Plan,42,94.23593393382184,0
4G,BSNL,Delhi,-75.81,4,3 Months Plan,49,20.17832795925552,0
4G,BSNL,Karnataka,-117.93,12,Yearly Plan,84,94.94403469262129,1
4G,BSNL,Karnataka,-79.58,0,3 Months Plan,36,27.44097221053014,0
4G,BSNL,West Bengal,-112.47,0,Monthly Plan,30,81.06701393113056,0
4G,BSNL,Karnataka,-84.63,10,3 Months Plan,69,36.05307275531335,1
4G,BSNL,Tamil Nadu,-108.46,12,Monthly Plan,27,74.44720520447831,1
4G,BSNL,Karnataka,-73.71,8,Monthly Plan,26,18.48513025200869,0
4G,BSNL,Punjab,-81.39,3,Yearly Plan,26,30.51500226257712,0
4G,BSNL,Maharashtra,-96.73,11,3 Months Plan,110,58.68450596735627,1
4G,BSNL,Gujarat,-100.01,10,Yearly Plan,18,61.43909914601784,1
4G,BSNL,Rajasthan,-97.0,3,3 Months Plan,51,56.67022301233121,1
4G,BSNL,West Bengal,-84.51,1,3 Months Plan,119,38.021159683634686,0
4G,BSNL,West Bengal,-108.35,2,Yearly Plan,75,73.608966676902,0
4G,BSNL,Maharashtra,-107.45,10,Yearly Plan,74,74.74697492529123,1
4G,BSNL,Karnataka,-115.94,7,Monthly Plan,26,88.6938959515767,1
4G,BSNL,Bihar,-74.47,5,Monthly Plan,14,20.068696544487096,0
4G,BSNL,Punjab,-118.61,7,Monthly Plan,27,94.2919054705387,1
4G,BSNL,Kerala,-109.92,1,Monthly Plan,72,79.52326444108408,0
4G,BSNL,West Bengal,-93.33,6,Yearly Plan,110,52.72298954909176,0
4G,BSNL,Bihar,-92.65,3,Yearly Plan,45,51.6747364993857,0
4G,BSNL,Karnataka,-73.62,3,Yearly Plan,42,17.53995833955643,0
4G,BSNL,Delhi,-75.18,9,Monthly Plan,80,22.501116121592705,1
4G,BSNL,Madhya Pradesh,-110.29,5,Monthly Plan,56,77.56588629558271,1
4G,BSNL,Maharashtra,-93.48,0,Yearly Plan,86,51.18783178396518,0
4G,BSNL,Kerala,-82.37,11,Yearly Plan,90,32.49239423459691,0
4G,BSNL,West Bengal,-71.28,7,Yearly Plan,61,15.157003200132737,0
4G,BSNL,Maharashtra,-79.31,5,3 Months Plan,62,26.828458874308275,0
4G,BSNL,Bihar,-75.26,0,Monthly Plan,73,20.10824348865306,0
4G,BSNL,West Bengal,-105.86,11,Monthly Plan,17,72.24448249430742,1
4G,BSNL,Gujarat,-70.74,1,Monthly Plan,47,14.697436275823325,0
4G,BSNL,Maharashtra,-79.67,7,3 Months Plan,48,28.470592698764225,1
4G,BSNL,Punjab,-83.16,1,Yearly Plan,43,33.70398896301046,0
4G,BSNL,Madhya Pradesh,-79.33,3,Yearly Plan,86,27.1947135400631,0
4G,BSNL,Rajasthan,-111.74,9,Yearly Plan,93,81.35560736046247,1
4G,BSNL,Gujarat,-110.46,12,Yearly Plan,79,78.76205030637409,1
4G,BSNL,Madhya Pradesh,-71.71,8,3 Months Plan,91,15.016980780172997,0
4G,BSNL,Uttar Pradesh,-93.33,12,Yearly Plan,28,52.53768003291845,0
4G,BSNL,Rajasthan,-115.3,9,3 Months Plan,56,87.48119622498157,1
4G,BSNL,Karnataka,-86.05,3,Yearly Plan,47,39.87173698701119,0
4G,BSNL,Punjab,-94.87,0,Yearly Plan,87,53.05602383807797,0
4G,BSNL,Delhi,-92.5,1,3 Months Plan,17,48.05080597567189,0
4G,BSNL,Karnataka,-102.03,1,3 Months Plan,104,65.91544686998563,0
4G,BSNL,Punjab,-117.97,10,3 Months Plan,65,90.77246700251244,1
4G,BSNL,Bihar,-91.46,2,3 Months Plan,19,47.89882460683301,0
4G,BSNL,Tamil Nadu,-98.45,11,Monthly Plan,62,57.8988030612397,1
4G,BSNL,Punjab,-115.52,11,Yearly Plan,61,88.59959993599082,1
4G,BSNL,West Bengal,-102.9,6,Monthly Plan,24,64.3752041944147,0
4G,BSNL,Tamil Nadu,-83.5,12,3 Months Plan,75,33.47184931110492,0
4G,BSNL,Madhya Pradesh,-100.31,2,Yearly Plan,19,65.35795624255177,0
4G,BSNL,Bihar,-83.79,11,Monthly Plan,56,34.110790125405764,0
4G,BSNL,Tamil Nadu,-105.43,11,Yearly Plan,97,69.86860785124533,1
4G,BSNL,Punjab,-118.23,1,Yearly Plan,17,93.23905450610256,1
4G,BSNL,Madhya Pradesh,-92.82,9,Monthly Plan,22,51.25295752765599,1
4G,BSNL,Karnataka,-118.22,5,Yearly Plan,105,92.75885768109792,1
4G,BSNL,Delhi,-75.55,14,Monthly Plan,4,22.31056111134996,0
4G,BSNL,Uttar Pradesh,-105.25,8,Monthly Plan,26,71.5300538443783,1
4G,BSNL,Kerala,-108.16,0,Yearly Plan,5,78.04627903016217,0
4G,BSNL,Punjab,-70.49,1,3 Months Plan,20,9.791513504468352,0
4G,BSNL,Tamil Nadu,-73.82,8,Monthly Plan,23,20.165469611687115,0
4G,BSNL,West Bengal,-100.52,0,Yearly Plan,98,64.66291761666305,0
4G,BSNL,West Bengal,-88.43,1,3 Months Plan,77,42.44586778422593,0
4G,BSNL,Rajasthan,-86.42,10,3 Months Plan,51,38.466109243494046,0
4G,BSNL,Gujarat,-80.02,4,Monthly Plan,29,30.004810362723155,0
4G,BSNL,West Bengal,-83.8,9,Monthly Plan,98,32.67825237806781,0
4G,BSNL,Uttar Pradesh,-80.78,3,3 Months Plan,75,31.98536747721915,0
4G,BSNL,Uttar Pradesh,-77.57,3,Monthly Plan,37,25.12145369945879,0
4G,BSNL,Maharashtra,-106.58,0,Monthly Plan,52,73.00801610009121,0
4G,BSNL,Delhi,-81.51,6,Monthly Plan,45,28.5576333922757,1
4G,BSNL,Rajasthan,-109.4,4,3 Months Plan,74,78.32075271207691,1
4G,BSNL,Rajasthan,-103.71,8,3 Months Plan,9,67.98258192651916,1
4G,BSNL,Rajasthan,-71.53,0,Monthly Plan,4,14.251467209641364,0
4G,BSNL,Telangana,-74.19,7,Monthly Plan,13,20.84364327682085,0
4G,BSNL,Rajasthan,-104.26,11,3 Months Plan,107,70.29542679783904,1
4G,BSNL,Madhya Pradesh,-103.65,9,Monthly Plan,6,69.78356078623632,1
4G,BSNL,West Bengal,-104.41,5,Yearly Plan,120,68.14606332945417,1
4G,BSNL,Gujarat,-104.11,0,Yearly Plan,34,69.4874035369856,0
4G,BSNL,Kerala,-98.94,12,Monthly Plan,58,60.6462499471753,1
4G,BSNL,Telangana,-101.56,0,Yearly Plan,3,62.18124287086678,1
4G,BSNL,Delhi,-71.09,13,Monthly Plan,45,14.781199981959649,0
4G,BSNL,Delhi,-106.68,8,Yearly Plan,44,71.87326690645742,0
4G,BSNL,Maharashtra,-79.18,4,Monthly Plan,117,25.63014954277883,0
4G,BSNL,West Bengal,-109.74,9,Yearly Plan,114,78.6161123469746,1
4G,BSNL,Bihar,-97.5,0,Yearly Plan,26,58.83991413502203,0
4G,BSNL,Bihar,-102.61,6,Monthly Plan,84,65.5488027339824,0
4G,BSNL,Karnataka,-105.32,0,3 Months Plan,1,70.17056159861372,0
4G,BSNL,Bihar,-77.25,8,Yearly Plan,54,21.017710671583547,0
4G,BSNL,Uttar Pradesh,-119.58,1,Yearly Plan,15,93.60452470643185,1
4G,BSNL,Delhi,-96.92,0,Monthly Plan,24,58.53103443060802,0
4G,BSNL,Madhya Pradesh,-80.97,13,Yearly Plan,21,28.27202339730729,0
4G,BSNL,Tamil Nadu,-103.7,6,Yearly Plan,88,67.4871270794884,1
4G,BSNL,Telangana,-104.83,2,3 Months Plan,100,69.19826517831231,0
4G,BSNL,Punjab,-107.63,9,3 Months Plan,68,76.17090192312892,1
4G,BSNL,Tamil Nadu,-87.67,2,Monthly Plan,103,40.65465849610506,0
4G,BSNL,Madhya Pradesh,-75.37,2,3 Months Plan,106,20.23205163928239,0
4G,BSNL,Bihar,-114.82,8,Yearly Plan,60,88.54118527726399,1
4G,BSNL,Telangana,-85.05,0,3 Months Plan,5,35.837749225180424,0
4G,BSNL,Madhya Pradesh,-91.43,7,Monthly Plan,90,47.11957915340871,0
4G,BSNL,Kerala,-108.51,13,Monthly Plan,94,75.93324683983677,1
4G,BSNL,Maharashtra,-111.78,7,3 Months Plan,59,81.57478364383714,1
4G,BSNL,Madhya Pradesh,-97.86,12,3 Months Plan,44,59.807286965469416,1
4G,BSNL,Maharashtra,-119.07,3,3 Months Plan,18,92.90369869271204,1
4G,BSNL,Bihar,-83.72,2,3 Months Plan,52,37.50078505583415,0
4G,BSNL,Rajasthan,-111.44,7,Yearly Plan,107,80.24269781816177,0
4G,BSNL,Gujarat,-86.03,14,Yearly Plan,77,40.09874966199809,0
4G,BSNL,Maharashtra,-101.02,1,3 Months Plan,65,65.62745061509395,0
4G,BSNL,Kerala,-73.43,1,3 Months Plan,96,18.236593350815884,0
4G,BSNL,West Bengal,-97.39,5,Monthly Plan,45,56.18206089863394,1
4G,BSNL,Bihar,-102.1,1,3 Months Plan,87,66.69242521555636,0
4G,BSNL,Tamil Nadu,-87.13,1,Yearly Plan,69,41.52233977583269,0
4G,BSNL,Punjab,-91.99,12,3 Months Plan,101,50.949766580627234,1
4G,BSNL,West Bengal,-118.67,12,Monthly Plan,26,94.80691457132195,1
4G,BSNL,Delhi,-94.64,0,3 Months Plan,93,52.9643785810729,0
4G,BSNL,Uttar Pradesh,-82.71,6,Yearly Plan,38,32.002774639867695,0
4G,BSNL,Uttar Pradesh,-109.23,1,Monthly Plan,89,76.46144141662386,0
4G,BSNL,Maharashtra,-73.91,11,3 Months Plan,84,16.532065934051225,0
4G,BSNL,Uttar Pradesh,-85.3,8,Yearly Plan,20,38.09054441493485,0
4G,BSNL,Karnataka,-113.1,9,Monthly Plan,97,84.54115559395063,1
4G,BSNL,Bihar,-70.38,0,Yearly Plan,23,12.595584887849364,0
4G,BSNL,Uttar Pradesh,-117.67,0,3 Months Plan,25,92.61320488015144,1
4G,BSNL,Telangana,-90.32,14,Yearly Plan,3,47.333445176142085,1
4G,BSNL,Punjab,-107.73,7,Yearly Plan,99,76.40347457724887,1
4G,BSNL,Tamil Nadu,-97.89,1,Monthly Plan,24,61.0052768735134,0
4G,BSNL,Madhya Pradesh,-109.64,4,Yearly Plan,4,78.05065956231357,1
4G,BSNL,Gujarat,-72.12,14,Monthly Plan,77,15.552245560967153,0
4G,BSNL,West Bengal,-96.8,0,3 Months Plan,26,54.91270444606715,0
4G,BSNL,Delhi,-98.78,6,3 Months Plan,105,59.453026435439305,0
4G,BSNL,Rajasthan,-94.29,0,3 Months Plan,62,54.862274778506425,0
4G,BSNL,Telangana,-100.41,4,3 Months Plan,10,61.203888752797965,1
4G,BSNL,West Bengal,-108.86,7,Monthly Plan,18,76.2390376289512,1
4G,BSNL,Kerala,-94.1,0,3 Months Plan,37,50.676244876597806,0
4G,BSNL,Bihar,-96.61,7,3 Months Plan,6,58.5955519030671,1
4G,BSNL,Madhya Pradesh,-84.69,5,Monthly Plan,76,38.26703636112509,0
4G,BSNL,Telangana,-82.7,2,Monthly Plan,59,33.30651846060832,0
4G,BSNL,Madhya Pradesh,-87.12,14,Monthly Plan,4,42.28576271226419,0
4G,BSNL,West Bengal,-89.24,10,3 Months Plan,62,43.46879844608854,0
4G,BSNL,Delhi,-102.93,8,3 Months Plan,54,66.19934991428589,1
4G,BSNL,Punjab,-110.27,9,3 Months Plan,84,79.73940508328742,1
4G,BSNL,Uttar Pradesh,-111.36,3,Yearly Plan,9,79.74079812130115,1
4G,BSNL,West Bengal,-92.7,10,3 Months Plan,107,51.319624877007456,1
4G,BSNL,Delhi,-112.04,4,Monthly Plan,72,82.89486038200364,1
4G,BSNL,Tamil Nadu,-86.53,11,Monthly Plan,104,41.97689663046447,0
4G,BSNL,Bihar,-74.78,6,3 Months Plan,86,21.42085447945228,0
4G,BSNL,Rajasthan,-84.75,0,Yearly Plan,38,35.298173610312745,0
4G,BSNL,Madhya Pradesh,-92.28,0,Yearly Plan,35,49.5893647908208,0
4G,BSNL,Tamil Nadu,-115.28,9,Yearly Plan,18,88.30396081094261,1
4G,BSNL,Maharashtra,-115.67,8,3 Months Plan,91,87.9882186788056,1
4G,BSNL,West Bengal,-109.26,7,Monthly Plan,105,79.92081382086243,0
4G,BSNL,Punjab,-109.44,2,Yearly Plan,4,79.46422393898833,1
4G,BSNL,Kerala,-118.59,4,3 Months Plan,83,93.40316703704252,0
4G,BSNL,Bihar,-83.58,0,Monthly Plan,16,33.365551084443155,0
4G,BSNL,Punjab,-106.57,3,3 Months Plan,23,71.92780653780898,1
4G,BSNL,Telangana,-117.86,5,3 Months Plan,101,93.69874520961224,1
4G,BSNL,Kerala,-87.01,3,3 Months Plan,45,40.50880824490167,0
4G,BSNL,Maharashtra,-79.86,4,Yearly Plan,32,28.39622101037861,0
4G,BSNL,Maharashtra,-118.42,7,Yearly Plan,114,92.6355800798582,1
4G,BSNL,Delhi,-108.94,15,Monthly Plan,52,77.48311992273355,1
4G,BSNL,Rajasthan,-113.66,8,3 Months Plan,61,86.73131733596674,1
4G,BSNL,Delhi,-84.79,0,3 Months Plan,15,37.22228454556348,0
4G,BSNL,Kerala,-74.3,0,Yearly Plan,79,19.57784257426003,0
4G,BSNL,Delhi,-90.35,7,3 Months Plan,38,46.00127447892847,0
4G,BSNL,West Bengal,-105.94,12,Yearly Plan,11,72.650435739837,1
4G,BSNL,Kerala,-119.93,0,Monthly Plan,10,97.19108437252903,1
4G,BSNL,Tamil Nadu,-108.35,5,3 Months Plan,23,75.60986930841433,1
4G,BSNL,Uttar Pradesh,-112.35,3,Yearly Plan,50,82.31682379610446,1
4G,BSNL,Maharashtra,-100.77,11,Monthly Plan,18,63.35375644908344,1
4G,BSNL,Madhya Pradesh,-88.81,8,Yearly Plan,85,43.4763529940312,0
4G,BSNL,Gujarat,-104.8,4,Monthly Plan,109,71.3125889575376,1
4G,BSNL,Maharashtra,-114.61,0,3 Months Plan,119,87.38380716173226,0
4G,BSNL,Tamil Nadu,-92.79,2,3 Months Plan,89,51.50478311836812,0
4G,BSNL,Uttar Pradesh,-76.12,1,Yearly Plan,105,23.529980569139862,0
4G,BSNL,Karnataka,-98.15,6,3 Months Plan,6,59.26106408140441,1
4G,BSNL,Rajasthan,-111.22,4,Yearly Plan,98,81.18882597572048,0
4G,BSNL,Bihar,-71.4,2,3 Months Plan,32,14.325657333820718,0
4G,BSNL,Punjab,-98.58,6,Monthly Plan,57,61.09046988369384,0
4G,BSNL,Gujarat,-111.96,8,Monthly Plan,16,82.26445552858853,1
4G,BSNL,Rajasthan,-102.37,0,3 Months Plan,4,63.586459984754526,0
4G,BSNL,Tamil Nadu,-79.72,8,3 Months Plan,85,29.496801289238643,0
4G,BSNL,Bihar,-116.13,2,Yearly Plan,22,91.2727582473802,1
4G,BSNL,Punjab,-80.95,3,Monthly Plan,14,27.718946072190505,0
4G,BSNL,Delhi,-78.22,0,Monthly Plan,111,24.385972361826727,0
4G,BSNL,Madhya Pradesh,-72.99,0,Monthly Plan,104,15.926343773585025,0
4G,BSNL,Kerala,-113.04,4,Yearly Plan,6,84.91577694788074,1
4G,BSNL,Maharashtra,-106.32,4,Yearly Plan,5,75.79383027201688,1
4G,BSNL,Tamil Nadu,-73.89,7,3 Months Plan,52,18.85265426054169,0
4G,BSNL,Maharashtra,-106.28,3,3 Months Plan,6,72.79318564329276,1
4G,BSNL,West Bengal,-110.18,3,3 Months Plan,53,78.04913585298831,0
4G,BSNL,Kerala,-79.74,11,3 Months Plan,108,27.199068122396387,0
4G,BSNL,Madhya Pradesh,-103.09,6,3 Months Plan,95,67.9068179416448,1
4G,BSNL,Gujarat,-107.18,14,Monthly Plan,72,74.75710791735553,1
4G,BSNL,Tamil Nadu,-97.08,10,Monthly Plan,54,57.109241732502646,1
4G,BSNL,West Bengal,-92.31,13,Monthly Plan,72,49.87564651915899,0
4G,BSNL,Madhya Pradesh,-92.33,14,3 Months Plan,38,51.062330133663046,0
4G,BSNL,Gujarat,-89.14,0,3 Months Plan,1,44.01693342456892,0
4G,BSNL,Madhya Pradesh,-74.41,5,Monthly Plan,71,16.966356046064313,0
4G,BSNL,Gujarat,-105.45,6,Monthly Plan,88,72.49224975929933,1
4G,BSNL,Bihar,-84.32,10,Yearly Plan,47,35.18635260861009,0
4G,BSNL,Gujarat,-76.19,13,Monthly Plan,56,19.496484006720426,0
4G,BSNL,Uttar Pradesh,-106.88,5,Monthly Plan,92,72.40348675656037,1
4G,BSNL,Karnataka,-115.88,0,Yearly Plan,88,89.02070109598996,1
4G,BSNL,Delhi,-105.09,6,Yearly Plan,60,71.42088423385515,1
4G,BSNL,Madhya Pradesh,-115.25,1,Yearly Plan,33,88.95746461560401,1
4G,BSNL,Delhi,-114.59,12,Monthly Plan,120,86.43354430363634,1
4G,BSNL,Gujarat,-116.69,6,Yearly Plan,57,91.89295062993548,1
4G,BSNL,Rajasthan,-110.66,4,Yearly Plan,60,82.17295470028193,1
4G,BSNL,Karnataka,-80.76,0,Yearly Plan,54,27.911102583658227,0
4G,BSNL,Delhi,-106.11,4,3 Months Plan,78,71.09167162024221,0
4G,BSNL,Uttar Pradesh,-113.77,9,3 Months Plan,20,85.97866301838317,1
