date,state,city,area,tower_id,network_type,day_of_week,is_weekend,month,signal_strength_dbm,latency_ms,throughput_mbps,operator,signal_category,latency_category,throughput_category
2025-09-28,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Sunday,1,September,-78.51369988330745,80.55617441301507,30.45261096328792,Jio,Excellent,High (Poor),Moderate
2025-09-28,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Sunday,1,September,-78.47032345792401,74.92390405188912,27.06585583549429,Vi,Excellent,High (Poor),Moderate
2025-09-28,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Sunday,1,September,-64.78327312045757,83.51357216031897,75.93913248917937,Airtel,Excellent,High (Poor),High Speed
2025-09-28,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Sunday,1,September,-72.5367839246291,70.75373974627304,72.97774651687324,BSNL,Excellent,High (Poor),High Speed
2025-09-28,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Sunday,1,September,-68.20158930162782,74.40293380940895,71.95847157999626,Jio,Excellent,High (Poor),High Speed
2025-09-28,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Sunday,1,September,-70.70563927477534,78.64890302624458,80.2916574705015,Vi,Excellent,High (Poor),High Speed
2025-09-28,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Sunday,1,September,-81.86907957925392,38.00395854246635,61.08318068859221,Airtel,Good,Medium,High Speed
2025-09-28,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Sunday,1,September,-86.01968097369868,38.91974293666928,61.72504173935492,BSNL,Good,Medium,High Speed
2025-09-28,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Sunday,1,September,-85.26890390014199,39.76416599055109,58.78708327194322,Jio,Good,Medium,High Speed
2025-09-28,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Sunday,1,September,-86.07092981848649,39.10971803330496,67.18439331146814,Vi,Good,Medium,High Speed
2025-09-28,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1016,4G,Sunday,1,September,-66.48344517790741,33.65445528157422,60.083258019909636,Airtel,Excellent,Medium,High Speed
2025-09-28,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1016,4G,Sunday,1,September,-65.76323018946002,48.47547632311458,59.00118086068405,BSNL,Excellent,Medium,High Speed
2025-09-28,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1016,4G,Sunday,1,September,-69.42185629664436,48.272396525391876,60.11163430606946,Jio,Excellent,Medium,High Speed
2025-09-28,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1016,4G,Sunday,1,September,-65.10405046411904,42.77774133707667,56.833373146860424,Vi,Excellent,Medium,High Speed
2025-09-28,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1017,4G,Sunday,1,September,-94.77592598317344,46.282694049002075,63.19166081269863,Airtel,Fair,Medium,High Speed
2025-09-28,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1017,4G,Sunday,1,September,-87.74626003160571,41.62052584241151,82.70915978060496,BSNL,Good,Medium,High Speed
2025-09-28,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1017,4G,Sunday,1,September,-90.8613810913783,44.61648599799415,89.2295462439694,Jio,Fair,Medium,High Speed
2025-09-28,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1017,4G,Sunday,1,September,-93.17366735787695,49.22517824630948,62.93881606226551,Vi,Fair,Medium,High Speed
2025-09-28,Andhra Pradesh,Vijayawada,Patamata,TWR_1018,4G,Sunday,1,September,-78.78937466770238,83.35438028122199,25.30206012172377,Airtel,Excellent,High (Poor),Moderate
2025-09-28,Andhra Pradesh,Vijayawada,Patamata,TWR_1018,4G,Sunday,1,September,-78.12422564522686,80.26585598218642,20.868780222861748,BSNL,Excellent,High (Poor),Moderate
2025-09-28,Andhra Pradesh,Vijayawada,Patamata,TWR_1018,4G,Sunday,1,September,-78.43358255086599,88.5503024141824,19.534836284583033,Jio,Excellent,High (Poor),Low Speed
2025-09-28,Andhra Pradesh,Vijayawada,Patamata,TWR_1018,4G,Sunday,1,September,-80.03985183463466,85.54190061947753,26.87218606229262,Vi,Good,High (Poor),Moderate
2025-09-28,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1001,5G,Sunday,1,September,-78.67661521535756,34.758173788619985,17.406539469289104,Airtel,Excellent,Medium,Low Speed
2025-09-28,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1001,5G,Sunday,1,September,-80.85921380573009,30.571393216493362,15.891671135446142,BSNL,Good,Medium,Low Speed
2025-09-28,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1001,5G,Sunday,1,September,-87.45617139163257,24.777227957861733,20.170096726588763,Jio,Good,Low (Optimal),Moderate
2025-09-28,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1001,5G,Sunday,1,September,-86.83941404001992,34.17979165881156,16.255346839770247,Vi,Good,Medium,Low Speed
2025-09-28,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1002,4G,Sunday,1,September,-90.66403484911936,28.312556415602327,20.472962109905687,Airtel,Fair,Low (Optimal),Moderate
2025-09-28,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1002,4G,Sunday,1,September,-90.71160979918858,31.680281891634102,19.802470174555445,BSNL,Fair,Medium,Low Speed
2025-09-28,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1002,4G,Sunday,1,September,-87.71222774928316,27.231061468691088,19.14057961702669,Jio,Good,Low (Optimal),Low Speed
2025-09-28,Andhra Pradesh,Visakhapatnam,Gajuwaka,TWR_1002,4G,Sunday,1,September,-88.6585262832619,19.816934472072006,22.797820736703567,Vi,Good,Low (Optimal),Moderate
2025-09-28,Andhra Pradesh,Visakhapatnam,Madhurawada,TWR_1003,4G,Sunday,1,September,-64.04765740490677,38.0465226205596,26.459260997372873,Airtel,Excellent,Medium,Moderate
2025-09-28,Andhra Pradesh,Visakhapatnam,Madhurawada,TWR_1003,4G,Sunday,1,September,-66.01745112244393,43.11212368024654,21.498412121130507,BSNL,Excellent,Medium,Moderate
2025-09-28,Andhra Pradesh,Visakhapatnam,Madhurawada,TWR_1003,4G,Sunday,1,September,-68.83835026615229,39.080423676925264,25.11611803749586,Jio,Excellent,Medium,Moderate
2025-09-28,Andhra Pradesh,Visakhapatnam,Madhurawada,TWR_1003,4G,Sunday,1,September,-66.60906834253547,40.95218321977948,22.376508796712937,Vi,Excellent,Medium,Moderate
2025-09-28,Karnataka,Bengaluru,Indiranagar,TWR_1091,4G,Sunday,1,September,-96.53531987166619,32.2915228877182,71.16444507080124,Airtel,Fair,Medium,High Speed
2025-09-28,Karnataka,Bengaluru,Indiranagar,TWR_1091,4G,Sunday,1,September,-97.8714532405147,26.96280286118942,63.055304283753316,BSNL,Fair,Low (Optimal),High Speed
2025-09-28,Karnataka,Bengaluru,Indiranagar,TWR_1091,4G,Sunday,1,September,-101.0201819435824,28.756872305715888,67.83173113954341,Jio,Poor,Low (Optimal),High Speed
2025-09-28,Karnataka,Bengaluru,Indiranagar,TWR_1091,4G,Sunday,1,September,-94.534117827362,29.358799503865256,64.3000176854209,Vi,Fair,Low (Optimal),High Speed
2025-09-28,Karnataka,Bengaluru,Jayanagar,TWR_1092,4G,Sunday,1,September,-83.00219192603632,68.50531560386702,59.97234053431013,Airtel,Good,High (Poor),High Speed
2025-09-28,Karnataka,Bengaluru,Jayanagar,TWR_1092,4G,Sunday,1,September,-85.807686596249,68.01347936665849,67.79633179759814,BSNL,Good,High (Poor),High Speed
2025-09-28,Karnataka,Bengaluru,Jayanagar,TWR_1092,4G,Sunday,1,September,-86.39650360039147,75.43833995869926,62.0618145514009,Jio,Good,High (Poor),High Speed
2025-09-28,Karnataka,Bengaluru,Jayanagar,TWR_1092,4G,Sunday,1,September,-83.76911998028118,74.18728671474243,57.99036998057368,Vi,Good,High (Poor),High Speed
2025-09-28,Karnataka,Hubballi,Keshwapur,TWR_1122,4G,Sunday,1,September,-70.66957027768565,56.09436896945262,47.44211852941532,Airtel,Excellent,Medium,Moderate
2025-09-28,Karnataka,Hubballi,Keshwapur,TWR_1122,4G,Sunday,1,September,-67.5783072733329,57.622207852127225,48.141509623669535,BSNL,Excellent,Medium,Moderate
2025-09-28,Karnataka,Hubballi,Keshwapur,TWR_1122,4G,Sunday,1,September,-65.37937889649442,63.93033826687777,39.794016321748515,Jio,Excellent,High (Poor),Moderate
2025-09-28,Karnataka,Hubballi,Keshwapur,TWR_1122,4G,Sunday,1,September,-69.04126640827133,57.33458716912096,47.38638948770555,Vi,Excellent,Medium,Moderate
2025-09-28,Karnataka,Hubballi,Vidyanagar,TWR_1121,4G,Sunday,1,September,-78.95010997683183,51.68398512976192,69.6211747837101,Airtel,Excellent,Medium,High Speed
2025-09-28,Karnataka,Hubballi,Vidyanagar,TWR_1121,4G,Sunday,1,September,-74.8631693958827,39.765007205798334,86.7151551326805,BSNL,Excellent,Medium,High Speed
2025-09-28,Karnataka,Hubballi,Vidyanagar,TWR_1121,4G,Sunday,1,September,-78.67078782642699,52.60779478629274,84.45678731483098,Jio,Excellent,Medium,High Speed
2025-09-28,Karnataka,Hubballi,Vidyanagar,TWR_1121,4G,Sunday,1,September,-71.74869468690068,51.68297730133191,75.29698046791427,Vi,Excellent,Medium,High Speed
2025-09-28,Karnataka,Mysuru,Gokulam,TWR_1106,4G,Sunday,1,September,-85.77269116254239,43.56046080589555,46.89188449168038,Airtel,Good,Medium,Moderate
2025-09-28,Karnataka,Mysuru,Gokulam,TWR_1106,4G,Sunday,1,September,-85.52332931935138,32.20187038022555,42.56792679370637,BSNL,Good,Medium,Moderate
2025-09-28,Karnataka,Mysuru,Gokulam,TWR_1106,4G,Sunday,1,September,-78.20229399535525,32.420109644437844,59.795579032784374,Jio,Excellent,Medium,High Speed
2025-09-28,Karnataka,Mysuru,Gokulam,TWR_1106,4G,Sunday,1,September,-81.02272993967306,37.87147244487787,48.14234950911306,Vi,Good,Medium,Moderate
2025-09-28,Karnataka,Mysuru,Kuvempunagar,TWR_1107,4G,Sunday,1,September,-75.93699117432314,63.92405914087577,11.156477992440493,Airtel,Excellent,High (Poor),Low Speed
2025-09-28,Karnataka,Mysuru,Kuvempunagar,TWR_1107,4G,Sunday,1,September,-71.91118962088416,58.02333277959986,10.265416241361171,BSNL,Excellent,Medium,Low Speed
2025-09-28,Karnataka,Mysuru,Kuvempunagar,TWR_1107,4G,Sunday,1,September,-74.13885741167049,59.38380242649663,15.007863165275666,Jio,Excellent,Medium,Low Speed
2025-09-28,Karnataka,Mysuru,Kuvempunagar,TWR_1107,4G,Sunday,1,September,-77.7413842349569,52.156284369117856,10.589648907920708,Vi,Excellent,Medium,Low Speed
2025-09-28,Maharashtra,Mumbai,Andheri,TWR_1181,4G,Sunday,1,September,-77.12537334689397,41.58176275312712,47.24137019759373,Airtel,Excellent,Medium,Moderate
2025-09-28,Maharashtra,Mumbai,Andheri,TWR_1181,4G,Sunday,1,September,-70.05999551605046,43.798147219006935,51.53087964152343,BSNL,Excellent,Medium,High Speed
2025-09-28,Maharashtra,Mumbai,Andheri,TWR_1181,4G,Sunday,1,September,-75.07054332730665,53.68736398349162,43.38438858649455,Jio,Excellent,Medium,Moderate
2025-09-28,Maharashtra,Mumbai,Andheri,TWR_1181,4G,Sunday,1,September,-69.97706188211505,38.054979616249135,51.18101283150458,Vi,Excellent,Medium,High Speed
2025-09-28,Maharashtra,Mumbai,Bandra,TWR_1182,4G,Sunday,1,September,-76.18647907896145,36.412779309593304,53.19431094325366,Airtel,Excellent,Medium,High Speed
2025-09-28,Maharashtra,Mumbai,Bandra,TWR_1182,4G,Sunday,1,September,-79.0775362756878,48.54881577045248,60.11320207449817,BSNL,Excellent,Medium,High Speed
2025-09-28,Maharashtra,Mumbai,Bandra,TWR_1182,4G,Sunday,1,September,-76.8875142742873,42.22987283819357,60.16359397503004,Jio,Excellent,Medium,High Speed
2025-09-28,Maharashtra,Mumbai,Bandra,TWR_1182,4G,Sunday,1,September,-78.61390099750723,30.786714608755403,67.64300271944546,Vi,Excellent,Medium,High Speed
2025-09-28,Maharashtra,Nagpur,Dharampeth,TWR_1211,4G,Sunday,1,September,-90.355435324941,61.81582161269351,91.93305518695358,Airtel,Fair,High (Poor),High Speed
2025-09-28,Maharashtra,Nagpur,Dharampeth,TWR_1211,4G,Sunday,1,September,-93.20088738340037,53.310224483773716,80.57707808149712,BSNL,Fair,Medium,High Speed
2025-09-28,Maharashtra,Nagpur,Dharampeth,TWR_1211,4G,Sunday,1,September,-95.05345087542005,46.602484543775375,84.83494140859808,Jio,Fair,Medium,High Speed
2025-09-28,Maharashtra,Nagpur,Dharampeth,TWR_1211,4G,Sunday,1,September,-95.48790330345068,62.00341009932575,67.38056953111013,Vi,Fair,High (Poor),High Speed
2025-09-28,Maharashtra,Nagpur,Sitabuldi,TWR_1212,4G,Sunday,1,September,-94.53094886670135,59.71471159239724,56.960185128568426,Airtel,Fair,Medium,High Speed
2025-09-28,Maharashtra,Nagpur,Sitabuldi,TWR_1212,4G,Sunday,1,September,-98.91904263589662,45.06177626816351,74.10800947621593,BSNL,Fair,Medium,High Speed
2025-09-28,Maharashtra,Nagpur,Sitabuldi,TWR_1212,4G,Sunday,1,September,-101.66465347782687,46.50683064956804,70.46755762933795,Jio,Poor,Medium,High Speed
2025-09-28,Maharashtra,Nagpur,Sitabuldi,TWR_1212,4G,Sunday,1,September,-96.35881136916363,51.47780575206263,66.97574396546649,Vi,Fair,Medium,High Speed
2025-09-28,Maharashtra,Pune,Kothrud,TWR_1196,4G,Sunday,1,September,-76.41053192672575,43.32339747610227,52.59443784700975,Airtel,Excellent,Medium,High Speed
2025-09-28,Maharashtra,Pune,Kothrud,TWR_1196,4G,Sunday,1,September,-82.17701848372353,35.219317108766944,64.84051870909349,BSNL,Good,Medium,High Speed
2025-09-28,Maharashtra,Pune,Kothrud,TWR_1196,4G,Sunday,1,September,-77.84251184629973,26.532264991933307,53.865084391853024,Jio,Excellent,Low (Optimal),High Speed
2025-09-28,Maharashtra,Pune,Kothrud,TWR_1196,4G,Sunday,1,September,-83.60392778002631,40.189195129542185,67.082655636381,Vi,Good,Medium,High Speed
2025-09-28,Maharashtra,Pune,Viman Nagar,TWR_1197,4G,Sunday,1,September,-87.85804458056027,53.824692076650095,49.59539371760784,Airtel,Good,Medium,Moderate
2025-09-28,Maharashtra,Pune,Viman Nagar,TWR_1197,4G,Sunday,1,September,-82.3386481016976,56.804281917499665,57.19238704362158,BSNL,Good,Medium,High Speed
2025-09-28,Maharashtra,Pune,Viman Nagar,TWR_1197,4G,Sunday,1,September,-83.75378362551305,44.69699389210992,42.91373642489646,Jio,Good,Medium,Moderate
2025-09-28,Maharashtra,Pune,Viman Nagar,TWR_1197,4G,Sunday,1,September,-87.67890054178463,51.69156685960671,41.0597540380252,Vi,Good,Medium,Moderate
2025-09-28,Tamil Nadu,Chennai,Adyar,TWR_1136,4G,Sunday,1,September,-74.25601565968802,82.30068302218994,17.91453381737674,Airtel,Excellent,High (Poor),Low Speed
2025-09-28,Tamil Nadu,Chennai,Adyar,TWR_1136,4G,Sunday,1,September,-80.65140084313916,87.27952026680171,23.28017165209582,BSNL,Good,High (Poor),Moderate
2025-09-28,Tamil Nadu,Chennai,Adyar,TWR_1136,4G,Sunday,1,September,-80.12939063288646,86.04843499195744,19.2508625028805,Jio,Good,High (Poor),Low Speed
2025-09-28,Tamil Nadu,Chennai,Adyar,TWR_1136,4G,Sunday,1,September,-78.6189096702023,78.78421349199694,25.987983136335277,Vi,Excellent,High (Poor),Moderate
2025-09-28,Tamil Nadu,Chennai,Anna Nagar,TWR_1137,4G,Sunday,1,September,-75.67030005054708,72.46270875220166,70.46967890346892,Airtel,Excellent,High (Poor),High Speed
2025-09-28,Tamil Nadu,Chennai,Anna Nagar,TWR_1137,4G,Sunday,1,September,-76.47196936805022,63.60656036421619,82.78690295254152,BSNL,Excellent,High (Poor),High Speed
2025-09-28,Tamil Nadu,Chennai,Anna Nagar,TWR_1137,4G,Sunday,1,September,-83.34322126815854,58.03299962169384,79.13263134564495,Jio,Good,Medium,High Speed
2025-09-28,Tamil Nadu,Chennai,Anna Nagar,TWR_1137,4G,Sunday,1,September,-81.90356031031948,75.6811377635468,61.22851792739132,Vi,Good,High (Poor),High Speed
2025-09-28,Tamil Nadu,Coimbatore,Gandhipuram,TWR_1152,5G,Sunday,1,September,-90.13342791807646,28.31239779067422,49.658546908240766,Airtel,Fair,Low (Optimal),Moderate
2025-09-28,Tamil Nadu,Coimbatore,Gandhipuram,TWR_1152,5G,Sunday,1,September,-92.27777580479803,26.455258798294373,46.722027775357354,BSNL,Fair,Low (Optimal),Moderate
2025-09-28,Tamil Nadu,Coimbatore,Gandhipuram,TWR_1152,5G,Sunday,1,September,-86.4174630165781,22.89799753871333,46.5110054062779,Jio,Good,Low (Optimal),Moderate
2025-09-28,Tamil Nadu,Coimbatore,Gandhipuram,TWR_1152,5G,Sunday,1,September,-91.49955583073263,36.36617087158205,46.2945194299991,Vi,Fair,Medium,Moderate
2025-09-28,Tamil Nadu,Coimbatore,RS Puram,TWR_1151,4G,Sunday,1,September,-101.94673469349969,16.792557063191868,61.36329828060843,Airtel,Poor,Low (Optimal),High Speed
2025-09-28,Tamil Nadu,Coimbatore,RS Puram,TWR_1151,4G,Sunday,1,September,-101.66965284928988,35.29960471096274,81.09163610774311,BSNL,Poor,Medium,High Speed
2025-09-28,Tamil Nadu,Coimbatore,RS Puram,TWR_1151,4G,Sunday,1,September,-102.47453187703746,23.35924448703564,64.23442980543231,Jio,Poor,Low (Optimal),High Speed
2025-09-28,Tamil Nadu,Coimbatore,RS Puram,TWR_1151,4G,Sunday,1,September,-96.3881655374839,31.35510808021491,71.56310924428129,Vi,Fair,Medium,High Speed
2025-09-28,Tamil Nadu,Madurai,K.Pudur,TWR_1166,4G,Sunday,1,September,-93.76573006562363,87.8067258127087,40.16061973175493,Airtel,Fair,High (Poor),Moderate
2025-09-28,Tamil Nadu,Madurai,K.Pudur,TWR_1166,4G,Sunday,1,September,-93.22812684615707,83.20928462886349,50.55897300525745,BSNL,Fair,High (Poor),High Speed
2025-09-28,Tamil Nadu,Madurai,K.Pudur,TWR_1166,4G,Sunday,1,September,-89.333678634527,68.99982688453292,51.19468995565488,Jio,Good,High (Poor),High Speed
2025-09-28,Tamil Nadu,Madurai,K.Pudur,TWR_1166,4G,Sunday,1,September,-92.04525311950832,71.34529921575081,48.89855181217571,Vi,Fair,High (Poor),Moderate
2025-09-28,Tamil Nadu,Madurai,Sellur,TWR_1167,4G,Sunday,1,September,-81.25711481119708,78.96807524791544,42.44167714506881,Airtel,Good,High (Poor),Moderate
2025-09-28,Tamil Nadu,Madurai,Sellur,TWR_1167,4G,Sunday,1,September,-80.83280073098807,78.23067378445899,41.68842013192291,BSNL,Good,High (Poor),Moderate
2025-09-28,Tamil Nadu,Madurai,Sellur,TWR_1167,4G,Sunday,1,September,-76.57127419112176,83.04363958117443,41.727580363876505,Jio,Excellent,High (Poor),Moderate
2025-09-28,Tamil Nadu,Madurai,Sellur,TWR_1167,4G,Sunday,1,September,-77.70246827280886,74.69133185343028,39.436682660093744,Vi,Excellent,High (Poor),Moderate
2025-09-28,Telangana,Hyderabad,Gachibowli,TWR_1046,4G,Sunday,1,September,-84.71022786983514,64.29548228258365,24.440304170761227,Airtel,Good,High (Poor),Moderate
2025-09-28,Telangana,Hyderabad,Gachibowli,TWR_1046,4G,Sunday,1,September,-80.69275448360067,60.866564894848004,18.622810586062634,BSNL,Good,High (Poor),Low Speed
2025-09-28,Telangana,Hyderabad,Gachibowli,TWR_1046,4G,Sunday,1,September,-85.12710672900296,56.08997008549339,19.459680479712105,Jio,Good,Medium,Low Speed
2025-09-28,Telangana,Hyderabad,Gachibowli,TWR_1046,4G,Sunday,1,September,-84.74076913931636,61.78271592637593,23.61328776611318,Vi,Good,High (Poor),Moderate
2025-09-28,Telangana,Hyderabad,Uppal,TWR_1047,4G,Sunday,1,September,-81.68038902931556,64.53447300933034,25.65851446517405,Airtel,Good,High (Poor),Moderate
2025-09-28,Telangana,Hyderabad,Uppal,TWR_1047,4G,Sunday,1,September,-85.2650651648268,61.16600907214141,25.58231650952627,BSNL,Good,High (Poor),Moderate
2025-09-28,Telangana,Hyderabad,Uppal,TWR_1047,4G,Sunday,1,September,-89.29774282719137,56.51545259674943,25.131488313119355,Jio,Good,Medium,Moderate
2025-09-28,Telangana,Hyderabad,Uppal,TWR_1047,4G,Sunday,1,September,-86.52053614520317,54.75825841060652,29.610338019408893,Vi,Good,Medium,Moderate
2025-09-28,Telangana,Nizamabad,Kanteshwar,TWR_1076,4G,Sunday,1,September,-82.73725917407009,32.927963850941886,11.279195547393037,Airtel,Good,Medium,Low Speed
2025-09-28,Telangana,Nizamabad,Kanteshwar,TWR_1076,4G,Sunday,1,September,-83.27343389547674,38.15838977954621,12.795532874023165,BSNL,Good,Medium,Low Speed
2025-09-28,Telangana,Nizamabad,Kanteshwar,TWR_1076,4G,Sunday,1,September,-89.89809538924105,37.296692983636134,12.914137131720649,Jio,Good,Medium,Low Speed
2025-09-28,Telangana,Nizamabad,Kanteshwar,TWR_1076,4G,Sunday,1,September,-84.7132507935143,29.76339911010369,12.1238200670568,Vi,Good,Low (Optimal),Low Speed
2025-09-28,Telangana,Nizamabad,Vinayak Nagar,TWR_1077,5G,Sunday,1,September,-78.12389502467373,48.061964993525365,83.87753257583374,Airtel,Excellent,Medium,High Speed
2025-09-28,Telangana,Nizamabad,Vinayak Nagar,TWR_1077,5G,Sunday,1,September,-77.45655497180691,48.51804376437753,73.61889820774577,BSNL,Excellent,Medium,High Speed
2025-09-28,Telangana,Nizamabad,Vinayak Nagar,TWR_1077,5G,Sunday,1,September,-71.25357577370657,65.34762562007904,87.60678040518476,Jio,Excellent,High (Poor),High Speed
2025-09-28,Telangana,Nizamabad,Vinayak Nagar,TWR_1077,5G,Sunday,1,September,-71.15827217460398,62.24927654802238,60.14212193454214,Vi,Excellent,High (Poor),High Speed
2025-09-28,Telangana,Warangal,Hanumakonda,TWR_1061,4G,Sunday,1,September,-89.01429181903137,79.75465227954987,34.78797031054123,Airtel,Good,High (Poor),Moderate
2025-09-28,Telangana,Warangal,Hanumakonda,TWR_1061,4G,Sunday,1,September,-85.80579477894655,67.14563456137165,34.02876740276597,BSNL,Good,High (Poor),Moderate
2025-09-28,Telangana,Warangal,Hanumakonda,TWR_1061,4G,Sunday,1,September,-94.03506421953485,73.11221901914709,33.581984145344016,Jio,Fair,High (Poor),Moderate
2025-09-28,Telangana,Warangal,Hanumakonda,TWR_1061,4G,Sunday,1,September,-92.5583862366967,67.78700069557374,48.3592628620366,Vi,Fair,High (Poor),Moderate
2025-09-28,Telangana,Warangal,Kazipet,TWR_1062,4G,Sunday,1,September,-90.06451894629191,29.414844367650137,43.86899279367996,Airtel,Fair,Low (Optimal),Moderate
2025-09-28,Telangana,Warangal,Kazipet,TWR_1062,4G,Sunday,1,September,-88.16506651338022,22.361732089969856,47.933050180568294,BSNL,Good,Low (Optimal),Moderate
2025-09-28,Telangana,Warangal,Kazipet,TWR_1062,4G,Sunday,1,September,-87.66757761788139,30.95817646214714,41.93248414944687,Jio,Good,Medium,Moderate
2025-09-28,Telangana,Warangal,Kazipet,TWR_1062,4G,Sunday,1,September,-88.37309877500613,19.47003200183351,34.984033148152605,Vi,Good,Low (Optimal),Moderate
2025-09-29,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Monday,0,September,-78.67069422856017,31.407682096236734,63.79316624788541,Airtel,Excellent,Medium,High Speed
2025-09-29,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Monday,0,September,-71.9450765153962,24.723773814753653,58.019923774720915,BSNL,Excellent,Low (Optimal),High Speed
2025-09-29,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Monday,0,September,-72.8211154656874,36.22090112024757,79.34203930178516,Jio,Excellent,Medium,High Speed
2025-09-29,Andhra Pradesh,Guntur,Arundalpet,TWR_1033,5G,Monday,0,September,-79.04560020435567,39.44828323705333,59.19913755299583,Vi,Excellent,Medium,High Speed
2025-09-29,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Monday,0,September,-77.97488304237662,36.22687590645772,40.021324207018345,Airtel,Excellent,Medium,Moderate
2025-09-29,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Monday,0,September,-71.82736899351515,39.17057677712995,43.20231586207708,BSNL,Excellent,Medium,Moderate
2025-09-29,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Monday,0,September,-73.42137633233219,45.53644392311929,42.41336926645593,Jio,Excellent,Medium,Moderate
2025-09-29,Andhra Pradesh,Guntur,Brodipet,TWR_1031,4G,Monday,0,September,-70.53546354261856,50.914948175195015,35.75185690584908,Vi,Excellent,Medium,Moderate
2025-09-29,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Monday,0,September,-87.85392689247567,49.22280179183485,10.467915234330208,Airtel,Good,Medium,Low Speed
2025-09-29,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Monday,0,September,-82.00969805225502,56.39821870725162,12.355570101126208,BSNL,Good,Medium,Low Speed
2025-09-29,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Monday,0,September,-85.13479600492117,53.59101905658474,10.109730753837757,Jio,Good,Medium,Low Speed
2025-09-29,Andhra Pradesh,Guntur,Brodipet,TWR_1032,4G,Monday,0,September,-82.19086690259564,48.845446620095615,11.355613155803628,Vi,Good,Medium,Low Speed
2025-09-29,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1016,4G,Monday,0,September,-68.81218394895964,26.64977837041668,24.01405053132255,Airtel,Excellent,Low (Optimal),Moderate
2025-09-29,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1016,4G,Monday,0,September,-71.8795018029598,25.73721855201792,28.17464507022818,BSNL,Excellent,Low (Optimal),Moderate
2025-09-29,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1016,4G,Monday,0,September,-71.73013263965859,36.77046509889009,23.342582061160947,Jio,Excellent,Medium,Moderate
2025-09-29,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1016,4G,Monday,0,September,-76.22908477736324,32.20973259945459,29.372666338743446,Vi,Excellent,Medium,Moderate
2025-09-29,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1017,4G,Monday,0,September,-87.67491477405503,79.24948858896127,80.44027752058581,Airtel,Good,High (Poor),High Speed
2025-09-29,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1017,4G,Monday,0,September,-96.73443404287637,75.7673669370748,81.38028803415013,BSNL,Fair,High (Poor),High Speed
2025-09-29,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1017,4G,Monday,0,September,-93.38989472945286,77.64541590409979,73.02993989038204,Jio,Fair,High (Poor),High Speed
2025-09-29,Andhra Pradesh,Vijayawada,Benz Circle,TWR_1017,4G,Monday,0,September,-93.81019594606221,83.66988984072233,76.26836960801586,Vi,Fair,High (Poor),High Speed
2025-09-29,Andhra Pradesh,Vijayawada,Patamata,TWR_1018,4G,Monday,0,September,-75.84828658910295,53.46260844766756,60.87126944779956,Airtel,Excellent,Medium,High Speed
2025-09-29,Andhra Pradesh,Vijayawada,Patamata,TWR_1018,4G,Monday,0,September,-79.9624690866855,57.890868251578425,81.5654414609095,BSNL,Excellent,Medium,High Speed
2025-09-29,Andhra Pradesh,Vijayawada,Patamata,TWR_1018,4G,Monday,0,September,-71.73546284822805,67.98888985288,79.60774084457091,Jio,Excellent,High (Poor),High Speed
