Network_type,Operator,State,Signal_strength_dBm,No_of_Issues_Resolved,Plan_Type,Months_Active,Latency_Score,Customer_Churn
4G,Jio,Telangana,-104.63,10,Monthly Plan,80,70.66753791003657,1
5G,Jio,Tamil Nadu,-82.84,9,Yearly Plan,18,28.393983796841283,0
4G,Jio,Karnataka,-75.69,4,Monthly Plan,21,22.224230501192068,0
4G,Jio,West Bengal,-100.61,12,Monthly Plan,5,62.99679523546522,1
5G,Jio,Maharashtra,-95.69,2,Monthly Plan,86,55.030434404937765,0
5G,Jio,Bihar,-107.09,7,Monthly Plan,1,74.92502445025366,1
4G,Jio,Rajasthan,-91.61,5,3 Months Plan,28,45.83537630449408,0
5G,Jio,Gujarat,-80.87,9,Monthly Plan,13,30.753840318705866,1
5G,Jio,Tamil Nadu,-91.08,2,3 Months Plan,43,47.14674133462541,0
5G,Jio,Madhya Pradesh,-116.34,3,Yearly Plan,115,89.70278758691593,0
5G,Jio,Tamil Nadu,-75.58,0,3 Months Plan,61,17.88214732303915,0
4G,Jio,Karnataka,-85.64,1,Monthly Plan,55,37.3734729439752,0
5G,Jio,Telangana,-77.01,8,3 Months Plan,79,21.06413696155144,0
4G,Jio,Delhi,-73.7,3,Yearly Plan,58,20.121593235118347,0
4G,Jio,Punjab,-86.11,8,Monthly Plan,118,38.78490332950747,0
5G,Jio,Delhi,-119.65,6,Yearly Plan,62,96.47443752955031,1
5G,Jio,Telangana,-108.47,7,Yearly Plan,106,75.43427691660726,0
4G,Jio,Delhi,-116.85,9,3 Months Plan,56,90.01038200799728,1
4G,Jio,Bihar,-108.86,7,Monthly Plan,26,78.11345163790959,0
5G,Jio,Delhi,-77.74,15,3 Months Plan,112,20.159728641612435,0
5G,Jio,Karnataka,-114.39,5,3 Months Plan,71,85.90972393946836,1
5G,Jio,Gujarat,-111.02,12,3 Months Plan,48,78.27307490645168,1
5G,Jio,West Bengal,-116.15,7,Yearly Plan,85,91.04846297453776,1
4G,Jio,Maharashtra,-88.93,11,Yearly Plan,16,42.999424118035,0
5G,Jio,Punjab,-98.02,11,Monthly Plan,47,56.79950160352648,0
5G,Jio,Karnataka,-88.94,0,Yearly Plan,16,44.84318193312402,0
5G,Jio,West Bengal,-87.11,9,Monthly Plan,51,38.25267269425289,1
4G,Jio,Delhi,-92.4,3,Yearly Plan,89,45.58893579116783,0
5G,Jio,Maharashtra,-117.02,6,3 Months Plan,117,89.75837799380385,1
4G,Jio,Punjab,-81.17,6,3 Months Plan,75,30.019928010544994,0
4G,Jio,Telangana,-112.3,0,Yearly Plan,16,82.10258636393938,0
4G,Jio,West Bengal,-105.74,6,Monthly Plan,112,73.48400260630196,1
5G,Jio,Gujarat,-92.22,14,Yearly Plan,69,46.599498074673775,0
5G,Jio,Bihar,-111.8,4,3 Months Plan,15,82.87160787273586,1
5G,Jio,Karnataka,-89.35,5,3 Months Plan,85,44.92749504531334,0
5G,Jio,Rajasthan,-115.0,14,Yearly Plan,35,87.99811589555408,1
4G,Jio,Gujarat,-88.61,8,3 Months Plan,8,43.753753782211206,1
5G,Jio,Delhi,-106.89,2,Monthly Plan,15,74.15754299133104,0
4G,Jio,Maharashtra,-92.53,1,3 Months Plan,7,48.69440577262609,0
5G,Jio,Madhya Pradesh,-110.88,4,Yearly Plan,86,79.65470498111624,1
5G,Jio,Telangana,-99.16,1,Yearly Plan,81,58.67109507145018,0
5G,Jio,Gujarat,-112.71,1,Monthly Plan,58,85.46818452947956,1
5G,Jio,Gujarat,-96.96,10,3 Months Plan,17,55.700001036917925,0
4G,Jio,Uttar Pradesh,-77.73,13,Yearly Plan,100,25.321640647062114,0
4G,Jio,Telangana,-73.83,13,Monthly Plan,3,17.352781834013943,0
5G,Jio,Gujarat,-85.69,1,Yearly Plan,33,36.97127854509554,0
5G,Jio,Bihar,-83.14,12,Yearly Plan,107,32.92374258077673,0
5G,Jio,Tamil Nadu,-100.92,1,3 Months Plan,96,64.20454884389258,0
5G,Jio,Gujarat,-78.63,9,3 Months Plan,89,21.793204799753173,0
4G,Jio,Maharashtra,-102.87,5,Yearly Plan,110,66.88383363647745,0
5G,Jio,West Bengal,-107.18,4,Monthly Plan,26,71.0021523340398,0
4G,Jio,Karnataka,-113.21,0,3 Months Plan,4,84.736956051189,1
4G,Jio,Rajasthan,-90.58,9,Monthly Plan,52,46.00085536111408,1
4G,Jio,Bihar,-103.6,10,Monthly Plan,33,70.30046238774455,1
5G,Jio,Karnataka,-85.95,11,Monthly Plan,45,36.283356193837726,1
5G,Jio,Delhi,-95.56,10,Monthly Plan,44,53.46731926475117,1
4G,Jio,Punjab,-114.07,4,Yearly Plan,6,86.12487487331815,1
5G,Jio,Bihar,-101.96,7,3 Months Plan,72,65.10071962795199,1
4G,Jio,Rajasthan,-118.98,8,3 Months Plan,71,94.95471875641977,1
5G,Jio,Maharashtra,-75.71,4,Monthly Plan,57,19.18444074931977,0
4G,Jio,West Bengal,-85.69,0,3 Months Plan,31,40.38719001025632,0
5G,Jio,West Bengal,-114.82,5,Yearly Plan,90,86.54235687911842,1
4G,Jio,Delhi,-102.09,1,Monthly Plan,75,65.10214051509938,0
4G,Jio,Punjab,-77.82,9,Yearly Plan,24,21.900353596033423,0
4G,Jio,Gujarat,-86.03,1,Monthly Plan,92,38.42246887989321,0
4G,Jio,Uttar Pradesh,-114.47,10,Yearly Plan,45,87.70165382570329,1
4G,Jio,West Bengal,-84.41,0,Monthly Plan,22,34.10197127059925,0
5G,Jio,Karnataka,-88.61,14,3 Months Plan,68,40.42124292646538,0
5G,Jio,Karnataka,-115.62,10,Monthly Plan,83,87.33089034952017,1
4G,Jio,Uttar Pradesh,-99.41,12,Yearly Plan,78,61.78995833288927,1
5G,Jio,Uttar Pradesh,-94.64,7,Yearly Plan,35,50.49698273105952,0
4G,Jio,Madhya Pradesh,-96.9,14,Yearly Plan,51,57.41691383546457,1
4G,Jio,Maharashtra,-108.21,9,Monthly Plan,76,75.5990729606068,1
4G,Jio,Tamil Nadu,-93.42,3,Monthly Plan,34,51.84899707963441,0
4G,Jio,Maharashtra,-71.07,0,Yearly Plan,96,15.262959703827343,0
5G,Jio,West Bengal,-87.5,11,Yearly Plan,112,40.380987054996666,0
5G,Jio,Uttar Pradesh,-87.14,11,Yearly Plan,83,37.5446664813544,0
4G,Jio,Kerala,-118.24,10,3 Months Plan,27,92.01239862944767,1
5G,Jio,Rajasthan,-107.49,0,Yearly Plan,49,73.01883732686912,0
4G,Jio,Madhya Pradesh,-86.39,10,Monthly Plan,81,40.73959517007908,0
5G,Jio,Delhi,-83.68,14,Yearly Plan,104,32.7237048426521,0
4G,Jio,Punjab,-92.34,7,Yearly Plan,88,48.38848923776944,0
5G,Jio,Gujarat,-118.18,3,Yearly Plan,74,95.1572065330866,0
4G,Jio,Uttar Pradesh,-108.12,1,3 Months Plan,111,74.11708226403424,0
4G,Jio,Telangana,-108.34,4,Monthly Plan,25,76.93377094444797,0
4G,Jio,Rajasthan,-114.42,0,Yearly Plan,78,86.40563640857518,0
4G,Jio,Maharashtra,-85.61,15,Monthly Plan,106,39.49398446038989,0
5G,Jio,Maharashtra,-87.97,3,Monthly Plan,94,42.75634590801701,0
5G,Jio,Kerala,-91.56,10,3 Months Plan,87,47.734904340376886,0
5G,Jio,Telangana,-90.98,2,Monthly Plan,77,46.668431852546185,0
5G,Jio,Karnataka,-85.99,4,3 Months Plan,103,37.672858713917215,0
5G,Jio,Rajasthan,-83.09,5,3 Months Plan,67,31.542524900934048,0
5G,Jio,Rajasthan,-96.99,1,Monthly Plan,11,54.44950908174715,0
5G,Jio,Madhya Pradesh,-70.57,7,Yearly Plan,42,9.525469482428878,0
5G,Jio,Kerala,-85.08,10,3 Months Plan,50,34.1284072591093,0
4G,Jio,Maharashtra,-80.27,0,Yearly Plan,95,29.750784631077146,0
4G,Jio,Punjab,-72.23,7,Monthly Plan,53,12.942135726515144,0
5G,Jio,Gujarat,-89.68,9,Yearly Plan,26,43.18863815674976,0
4G,Jio,Tamil Nadu,-99.5,3,Monthly Plan,13,62.2671985311554,1
4G,Jio,Madhya Pradesh,-107.69,12,Monthly Plan,66,76.49849818968784,1
5G,Jio,West Bengal,-110.94,12,Yearly Plan,110,80.98949877918044,1
5G,Jio,Punjab,-79.42,0,Monthly Plan,37,25.0893956245416,0
5G,Jio,Tamil Nadu,-100.61,5,Yearly Plan,104,62.04498120936562,0
5G,Jio,Tamil Nadu,-83.77,0,3 Months Plan,34,32.702220101697094,0
5G,Jio,Karnataka,-105.55,4,Yearly Plan,66,68.89945915706312,1
5G,Jio,Kerala,-115.15,14,3 Months Plan,23,86.9615475111672,1
5G,Jio,Uttar Pradesh,-81.0,4,Yearly Plan,48,28.000714060609194,0
5G,Jio,Rajasthan,-92.78,11,3 Months Plan,119,48.12710231324085,0
5G,Jio,Bihar,-73.64,15,3 Months Plan,56,16.583448898329795,0
4G,Jio,West Bengal,-98.95,1,Yearly Plan,37,60.90502047839919,0
5G,Jio,Kerala,-71.81,0,3 Months Plan,52,10.99860406942447,0
5G,Jio,West Bengal,-88.88,0,3 Months Plan,60,39.70873695100601,0
4G,Jio,Karnataka,-87.83,11,3 Months Plan,78,43.94820842947801,0
5G,Jio,Gujarat,-74.48,0,Yearly Plan,19,14.872658227889437,0
5G,Jio,Delhi,-94.45,3,Yearly Plan,61,51.90395667214379,0
5G,Jio,Telangana,-102.17,8,3 Months Plan,7,65.10747986715963,1
5G,Jio,West Bengal,-71.43,7,Monthly Plan,5,13.078735268253554,0
4G,Jio,Karnataka,-75.45,9,Yearly Plan,99,21.09072104112725,0
4G,Jio,Bihar,-93.83,4,3 Months Plan,13,50.97469176865223,1
5G,Jio,Punjab,-119.47,0,3 Months Plan,98,93.8499391467106,0
4G,Jio,Telangana,-103.37,7,3 Months Plan,96,67.38782820515691,1
5G,Jio,West Bengal,-88.56,9,Yearly Plan,99,43.05804531170728,1
5G,Jio,Punjab,-86.56,2,Yearly Plan,103,39.31361142161901,0
4G,Jio,Maharashtra,-91.4,7,Yearly Plan,45,46.13061953425837,0
5G,Jio,Gujarat,-107.05,8,3 Months Plan,108,73.91234035108087,1
4G,Jio,Maharashtra,-107.72,0,3 Months Plan,2,75.4467847128161,0
5G,Jio,Maharashtra,-112.04,8,Monthly Plan,86,82.17056525635988,1
4G,Jio,Uttar Pradesh,-88.63,15,Yearly Plan,34,42.17155262465885,0
5G,Jio,Kerala,-84.24,6,Monthly Plan,79,36.11770650856074,0
4G,Jio,Rajasthan,-92.85,1,Yearly Plan,81,49.85536904102303,0
5G,Jio,Karnataka,-73.06,0,Yearly Plan,33,12.911079355088026,0
4G,Jio,Delhi,-74.12,12,3 Months Plan,97,16.907266257885716,0
4G,Jio,West Bengal,-108.86,8,Monthly Plan,98,76.7547000135491,1
4G,Jio,West Bengal,-73.11,6,Monthly Plan,78,17.747177955438435,0
5G,Jio,Kerala,-93.21,14,Yearly Plan,79,45.92694162326088,0
5G,Jio,Telangana,-106.97,4,Yearly Plan,35,74.2289905920225,1
5G,Jio,Gujarat,-102.69,6,Yearly Plan,76,66.22860687957,0
4G,Jio,Kerala,-76.01,11,Monthly Plan,45,21.50967998291546,0
5G,Jio,Delhi,-102.25,10,Yearly Plan,16,64.42123133991863,1
5G,Jio,Bihar,-108.17,0,Yearly Plan,98,78.27900574134028,0
4G,Jio,Telangana,-80.63,0,3 Months Plan,53,31.378690481102502,0
5G,Jio,Maharashtra,-109.58,0,Yearly Plan,30,78.88424357501388,0
4G,Jio,Rajasthan,-89.89,3,3 Months Plan,27,47.789003114636685,0
4G,Jio,Maharashtra,-72.67,9,Yearly Plan,4,16.61935470573041,0
4G,Jio,Madhya Pradesh,-70.97,2,3 Months Plan,28,15.85141267730219,0
5G,Jio,Gujarat,-86.43,1,3 Months Plan,110,37.27765861260414,0
5G,Jio,Bihar,-102.26,8,Yearly Plan,31,64.59421240854827,1
5G,Jio,Rajasthan,-93.41,0,Monthly Plan,53,49.44628688542559,0
5G,Jio,Maharashtra,-71.65,3,Monthly Plan,19,10.349153868349562,0
5G,Jio,Punjab,-114.89,2,Monthly Plan,39,88.0945037510658,0
4G,Jio,Punjab,-78.4,6,Monthly Plan,39,27.46286306463197,0
5G,Jio,Telangana,-119.71,13,Monthly Plan,10,93.1640925502569,1
4G,Jio,Kerala,-108.33,2,Monthly Plan,104,76.14650202180681,1
5G,Jio,Rajasthan,-74.13,13,3 Months Plan,112,14.67236927656338,0
4G,Jio,Kerala,-107.77,7,Monthly Plan,76,72.51251671520552,0
4G,Jio,Tamil Nadu,-96.66,11,Yearly Plan,110,55.523558649453655,1
4G,Jio,Telangana,-115.88,2,Yearly Plan,51,90.57056511866976,0
5G,Jio,Rajasthan,-89.72,6,3 Months Plan,30,41.856503655827126,0
5G,Jio,Kerala,-98.84,2,3 Months Plan,47,59.97973083070645,0
4G,Jio,Madhya Pradesh,-78.83,7,Yearly Plan,96,28.37990496667781,0
4G,Jio,West Bengal,-95.64,9,3 Months Plan,33,54.49541248638008,1
4G,Jio,Tamil Nadu,-100.71,4,3 Months Plan,23,62.71447834526352,1
5G,Jio,Maharashtra,-91.64,4,3 Months Plan,70,47.18806000957083,0
5G,Jio,Madhya Pradesh,-82.27,2,3 Months Plan,12,30.55695303573045,0
5G,Jio,Telangana,-113.55,11,3 Months Plan,22,83.32060728293528,1
5G,Jio,Telangana,-77.24,4,Monthly Plan,2,22.42574191661248,0
5G,Jio,Rajasthan,-102.28,0,3 Months Plan,36,65.2343782638914,0
4G,Jio,Rajasthan,-95.74,0,Yearly Plan,10,53.439837389087096,0
4G,Jio,Punjab,-110.42,2,Monthly Plan,16,78.9238988664675,0
4G,Jio,Rajasthan,-107.43,7,Monthly Plan,39,74.71475103560559,1
5G,Jio,Delhi,-89.11,10,3 Months Plan,119,43.679437659906405,0
4G,Jio,Delhi,-93.86,6,Monthly Plan,3,51.65221115811711,1
5G,Jio,Kerala,-85.12,0,Yearly Plan,75,36.53438087779464,0
4G,Jio,West Bengal,-89.18,0,Monthly Plan,62,45.962290477884494,0
5G,Jio,West Bengal,-72.45,3,Yearly Plan,21,11.511734972556496,0
5G,Jio,Uttar Pradesh,-95.58,2,Yearly Plan,19,54.55545513207108,0
4G,Jio,Kerala,-87.94,3,Monthly Plan,75,41.63234956577714,0
4G,Jio,Punjab,-109.11,5,Monthly Plan,88,80.31528953943857,1
4G,Jio,Tamil Nadu,-95.39,11,3 Months Plan,40,56.46976357428555,1
5G,Jio,Karnataka,-77.47,11,Yearly Plan,67,21.79451259039496,0
5G,Jio,Karnataka,-94.33,0,Monthly Plan,18,52.73973827806096,0
5G,Jio,Kerala,-109.21,3,Monthly Plan,107,77.39853387115971,0
5G,Jio,Madhya Pradesh,-113.93,0,Yearly Plan,87,85.38792604055321,0
5G,Jio,Punjab,-102.78,1,Monthly Plan,33,65.34132533123169,0
4G,Jio,Rajasthan,-75.14,8,3 Months Plan,86,22.146635111790808,1
5G,Jio,West Bengal,-103.17,5,3 Months Plan,86,65.85343293258383,0
5G,Jio,Gujarat,-97.49,11,3 Months Plan,48,54.55687271580684,1
4G,Jio,Kerala,-112.79,14,Yearly Plan,77,84.60079931783183,1
5G,Jio,Punjab,-112.61,0,3 Months Plan,35,84.264014652677,0
5G,Jio,Maharashtra,-77.2,5,Yearly Plan,97,23.921927434155048,0
5G,Jio,Tamil Nadu,-92.67,0,3 Months Plan,9,48.4084661737259,0
4G,Jio,West Bengal,-102.06,6,Monthly Plan,77,64.60257994933826,1
4G,Jio,Uttar Pradesh,-110.26,2,3 Months Plan,98,80.66466940366202,0
5G,Jio,Telangana,-108.9,2,Monthly Plan,100,78.66102179442143,0
5G,Jio,Punjab,-100.89,8,Yearly Plan,73,62.92752059001517,1
4G,Jio,West Bengal,-94.39,10,Yearly Plan,56,51.56955308060527,1
4G,Jio,Uttar Pradesh,-94.75,8,Yearly Plan,56,53.72047187099137,1
4G,Jio,Punjab,-107.81,1,Yearly Plan,69,75.37346841244808,0
4G,Jio,Delhi,-111.17,7,Yearly Plan,24,78.95803357926799,1
5G,Jio,Maharashtra,-77.12,1,3 Months Plan,33,21.35051920200497,0
5G,Jio,Madhya Pradesh,-111.34,4,3 Months Plan,44,79.56178610618959,1
5G,Jio,Bihar,-86.17,1,Monthly Plan,109,35.18976600380508,0
5G,Jio,Delhi,-113.09,2,Monthly Plan,24,85.36477975683833,1
4G,Jio,Madhya Pradesh,-86.28,10,Yearly Plan,15,38.408434857917655,0
4G,Jio,Tamil Nadu,-95.04,0,Yearly Plan,50,51.78609199314419,0
4G,Jio,Kerala,-118.23,13,3 Months Plan,76,92.76575514113092,1
4G,Jio,Rajasthan,-85.32,11,3 Months Plan,108,36.07969252738173,1
4G,Jio,Punjab,-80.53,10,3 Months Plan,103,28.811463036648263,0
5G,Jio,Madhya Pradesh,-95.93,0,3 Months Plan,59,51.82058745444051,0
5G,Jio,Rajasthan,-91.97,11,Monthly Plan,103,46.926099789289886,1
4G,Jio,Kerala,-75.84,11,Monthly Plan,117,22.0197906043356,0
4G,Jio,Delhi,-101.01,8,Yearly Plan,17,64.97892872694419,1
4G,Jio,Gujarat,-116.62,7,Monthly Plan,44,89.8184519163331,1
5G,Jio,Rajasthan,-75.64,1,3 Months Plan,83,18.84937711693708,0
4G,Jio,Bihar,-82.75,7,Monthly Plan,63,33.0482949675611,0
4G,Jio,Kerala,-88.44,6,Monthly Plan,41,42.76440857345327,0
5G,Jio,Bihar,-84.83,2,Yearly Plan,19,35.15621777369159,0
5G,Jio,Gujarat,-115.82,5,3 Months Plan,55,88.33571818816854,1
5G,Jio,Kerala,-93.03,14,Monthly Plan,65,50.84296122259539,0
5G,Jio,Punjab,-72.65,13,3 Months Plan,2,13.612260500314902,0
4G,Jio,Kerala,-111.83,4,Monthly Plan,2,79.98288194515955,1
4G,Jio,Madhya Pradesh,-74.71,10,Yearly Plan,6,17.629981455258257,0
5G,Jio,Rajasthan,-101.13,9,Monthly Plan,48,63.90994778163983,1
5G,Jio,Bihar,-106.1,1,Monthly Plan,19,72.54914180869943,1
5G,Jio,Uttar Pradesh,-70.56,0,Yearly Plan,32,10.579000475526032,0
5G,Jio,Tamil Nadu,-85.81,5,Yearly Plan,12,35.27821795962991,0
5G,Jio,West Bengal,-96.13,9,Yearly Plan,118,55.21150475160825,0
5G,Jio,Maharashtra,-86.75,10,Yearly Plan,31,38.02919812112038,0
5G,Jio,Uttar Pradesh,-108.33,11,Monthly Plan,19,75.85749660159358,1
5G,Jio,Gujarat,-97.45,6,Yearly Plan,60,56.25656255957016,1
5G,Jio,Delhi,-96.09,4,Monthly Plan,83,53.32778937299588,0
4G,Jio,Telangana,-113.86,5,Yearly Plan,11,84.08848890565282,1
4G,Jio,Uttar Pradesh,-108.91,7,Monthly Plan,72,74.10053033268579,1
5G,Jio,Kerala,-90.29,3,Yearly Plan,85,45.37764357624802,0
4G,Jio,Madhya Pradesh,-76.84,7,Yearly Plan,54,22.86766538329859,0
4G,Jio,Karnataka,-115.98,7,Yearly Plan,117,89.4931578698586,0
4G,Jio,Tamil Nadu,-106.8,0,3 Months Plan,77,73.1647108958987,0
5G,Jio,Tamil Nadu,-71.55,1,3 Months Plan,8,11.82620600247455,0
4G,Jio,Maharashtra,-75.37,7,3 Months Plan,24,20.18179411250947,0
4G,Jio,Tamil Nadu,-109.55,3,3 Months Plan,75,79.23960822041501,0
5G,Jio,West Bengal,-96.59,7,3 Months Plan,11,56.12704681528502,0
5G,Jio,Bihar,-86.29,3,Monthly Plan,17,35.988113475313654,0
4G,Jio,West Bengal,-79.59,9,3 Months Plan,111,27.562051471021487,0
4G,Jio,Bihar,-98.01,5,Yearly Plan,97,60.70864262082218,1
4G,Jio,Punjab,-118.58,10,Yearly Plan,76,96.30684685856193,1
5G,Jio,Kerala,-115.98,0,Monthly Plan,74,89.7736377875658,0
4G,Jio,Kerala,-79.19,10,Yearly Plan,114,27.324421524313447,0
5G,Jio,Karnataka,-90.65,12,Monthly Plan,6,46.45476761564314,1
4G,Jio,Punjab,-110.06,4,Monthly Plan,67,77.18984874094086,0
5G,Jio,Punjab,-88.88,0,3 Months Plan,81,40.13779704847211,0
4G,Jio,Punjab,-111.04,6,Monthly Plan,111,78.56038425397885,0
4G,Jio,Uttar Pradesh,-117.02,11,3 Months Plan,53,91.4274449319923,1
5G,Jio,Madhya Pradesh,-117.39,6,Yearly Plan,76,92.23291379527224,1
5G,Jio,Tamil Nadu,-107.54,0,Yearly Plan,54,73.58762476980995,0
4G,Jio,Madhya Pradesh,-116.4,11,Monthly Plan,72,90.78412734225596,1
5G,Jio,Telangana,-105.83,11,Monthly Plan,19,73.67412768657206,1
4G,Jio,Gujarat,-103.95,9,Monthly Plan,93,66.78937909101796,1
4G,Jio,Delhi,-81.33,4,Yearly Plan,20,29.053735951633342,0
5G,Jio,Delhi,-105.21,0,3 Months Plan,56,70.80636675872779,0
5G,Jio,Rajasthan,-101.34,0,Yearly Plan,113,63.3953504846933,0
4G,Jio,Gujarat,-106.23,12,Yearly Plan,82,73.22516054236377,1
4G,Jio,Telangana,-74.81,11,Monthly Plan,118,20.76854157093723,0
4G,Jio,Telangana,-79.12,6,Yearly Plan,60,25.80983266814638,0
5G,Jio,Tamil Nadu,-101.76,12,Monthly Plan,13,62.64140592991656,1
4G,Jio,Maharashtra,-71.67,5,Monthly Plan,88,11.814625428920674,0
5G,Jio,Maharashtra,-116.06,3,Yearly Plan,71,90.1641032450506,1
5G,Jio,Punjab,-101.33,2,Yearly Plan,22,64.88168981085946,0
5G,Jio,Telangana,-116.09,7,Monthly Plan,3,89.61806624517267,1
4G,Jio,Kerala,-78.95,6,Monthly Plan,106,25.6080150522406,0
5G,Jio,Uttar Pradesh,-105.52,6,3 Months Plan,58,71.58220854463463,0
5G,Jio,Karnataka,-91.66,10,Yearly Plan,3,45.71669863619713,0
5G,Jio,Uttar Pradesh,-88.56,8,Monthly Plan,41,43.05381687715824,0
4G,Jio,Uttar Pradesh,-107.83,5,Yearly Plan,33,72.91970399106643,1
5G,Jio,Rajasthan,-111.42,2,Monthly Plan,30,80.92834216109975,0
4G,Jio,Tamil Nadu,-100.88,7,Monthly Plan,48,64.73415959034567,1
4G,Jio,Bihar,-79.43,1,Monthly Plan,82,27.0130683234122,0
5G,Jio,Delhi,-109.85,9,Monthly Plan,48,78.14275211163807,1
5G,Jio,Bihar,-116.48,0,Monthly Plan,85,89.29958032528401,0
4G,Jio,Bihar,-86.61,6,Monthly Plan,93,40.62587283756237,0
5G,Jio,Maharashtra,-94.28,4,Monthly Plan,56,51.30468430731639,0
4G,Jio,Delhi,-109.55,7,Monthly Plan,120,77.62926780884072,0
5G,Jio,Punjab,-75.49,3,Monthly Plan,45,19.06721460449094,0
4G,Jio,Tamil Nadu,-119.22,8,Yearly Plan,13,96.08174797514091,1
4G,Jio,Telangana,-93.25,0,Monthly Plan,79,49.01280762581053,0
4G,Jio,Punjab,-89.9,1,Yearly Plan,49,45.53731506833901,0
5G,Jio,Kerala,-99.56,0,Yearly Plan,107,60.00854005543421,0
4G,Jio,Karnataka,-110.29,6,Yearly Plan,2,79.3469694360742,1
4G,Jio,Rajasthan,-78.06,11,3 Months Plan,11,22.98525012362214,0
4G,Jio,West Bengal,-118.86,13,Monthly Plan,8,92.76235041651697,1
5G,Jio,Rajasthan,-111.58,3,3 Months Plan,20,82.19306642801989,1
4G,Jio,Uttar Pradesh,-113.18,5,Monthly Plan,93,84.01497592355238,1
5G,Jio,Maharashtra,-106.49,0,Monthly Plan,115,72.5616238070865,0
5G,Jio,Bihar,-102.41,6,Yearly Plan,106,67.36440108306626,0
5G,Jio,Tamil Nadu,-87.58,4,Monthly Plan,88,42.05668387543006,0
4G,Jio,Delhi,-102.36,2,Monthly Plan,89,66.4557157546917,0
4G,Jio,Delhi,-87.62,3,3 Months Plan,16,40.566916476937095,1
5G,Jio,Tamil Nadu,-96.58,1,Monthly Plan,4,56.10111328892171,0
4G,Jio,Madhya Pradesh,-90.43,9,3 Months Plan,40,44.66190858382668,0
5G,Jio,Kerala,-79.85,9,3 Months Plan,105,26.50855936164877,0
5G,Jio,Bihar,-94.89,6,Monthly Plan,54,52.49613401855184,0
4G,Jio,Kerala,-82.2,4,Monthly Plan,50,32.27550646025693,0
4G,Jio,Uttar Pradesh,-81.14,11,Monthly Plan,68,29.5533016049014,0
4G,Jio,Madhya Pradesh,-85.38,5,Yearly Plan,38,36.59743674855736,0
4G,Jio,Tamil Nadu,-97.61,0,Yearly Plan,99,59.56249010471618,0
5G,Jio,Tamil Nadu,-110.72,1,Yearly Plan,101,79.18974745850856,0
4G,Jio,Delhi,-109.66,4,Monthly Plan,32,76.76684747483644,1
4G,Jio,Rajasthan,-117.22,4,Monthly Plan,48,90.37169210556914,1
4G,Jio,Rajasthan,-104.8,1,3 Months Plan,108,69.13625641754258,0
5G,Jio,Uttar Pradesh,-119.84,4,Yearly Plan,55,95.00227987416991,0
4G,Jio,Kerala,-92.23,2,Monthly Plan,80,49.43433917663731,0
4G,Jio,Maharashtra,-118.73,11,Yearly Plan,20,91.28377430553184,1
5G,Jio,Rajasthan,-115.87,4,3 Months Plan,45,90.6378070485193,1
5G,Jio,Karnataka,-100.43,9,Yearly Plan,10,64.20733657235309,1
4G,Jio,Gujarat,-119.78,12,3 Months Plan,77,94.2371168902558,1
4G,Jio,Tamil Nadu,-73.42,4,3 Months Plan,36,18.67029438214107,0
5G,Jio,Maharashtra,-78.68,3,Yearly Plan,28,23.003438393464624,0
5G,Jio,Uttar Pradesh,-70.26,3,Monthly Plan,114,8.136428380182933,0
5G,Jio,Madhya Pradesh,-107.63,5,Yearly Plan,64,74.9772993974364,1
4G,Jio,Maharashtra,-115.36,0,Yearly Plan,28,89.94495633424891,0
5G,Jio,Bihar,-91.65,3,Monthly Plan,26,44.96129181991084,0
4G,Jio,Kerala,-83.53,12,Yearly Plan,116,35.663787474082184,0
4G,Jio,Maharashtra,-94.92,3,3 Months Plan,93,53.73650953735953,0
5G,Jio,Punjab,-79.4,1,3 Months Plan,53,24.782531253828765,0
4G,Jio,Telangana,-88.5,13,Monthly Plan,40,44.94435647396302,0
5G,Jio,Rajasthan,-81.55,2,Monthly Plan,40,29.61954434567818,0
5G,Jio,Madhya Pradesh,-102.82,5,Monthly Plan,85,65.73721243344524,0
5G,Jio,Rajasthan,-116.55,3,Yearly Plan,79,90.64617848888685,0
5G,Jio,Karnataka,-92.42,11,Monthly Plan,114,48.521018677990014,0
5G,Jio,Punjab,-105.9,13,Monthly Plan,32,70.74162540529868,1
5G,Jio,Telangana,-91.34,4,Yearly Plan,25,44.50573844736627,0
5G,Jio,Tamil Nadu,-81.26,9,3 Months Plan,50,28.502368533152644,0
5G,Jio,Rajasthan,-108.46,8,3 Months Plan,87,77.80301455872306,1
4G,Jio,Uttar Pradesh,-70.43,8,Yearly Plan,69,11.897981482594709,0
4G,Jio,Tamil Nadu,-107.17,12,3 Months Plan,17,76.44112499150607,1
5G,Jio,Telangana,-93.68,2,3 Months Plan,102,50.38986295001398,0
5G,Jio,West Bengal,-75.58,3,3 Months Plan,61,19.25756435330445,0
4G,Jio,Maharashtra,-105.42,4,Yearly Plan,95,72.8320016748119,0
4G,Jio,Punjab,-107.89,2,Yearly Plan,48,74.8981321803759,1
5G,Jio,Karnataka,-119.72,6,Yearly Plan,32,95.01443801988503,1
4G,Jio,West Bengal,-83.43,1,Yearly Plan,38,32.67016536192219,0
4G,Jio,Telangana,-100.7,13,3 Months Plan,85,62.25123926344607,1
4G,Jio,West Bengal,-79.83,8,3 Months Plan,86,29.00014910852593,0
5G,Jio,Delhi,-77.93,0,3 Months Plan,61,23.083572127426848,0
